"","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"N[28]",115931.068650176,5262.7208711046,107144.899798063,112210.88205519,117840.1620954,119549.679966076,122506.26532637,1.30607034592331,8
"N[29]",111392.993801116,5630.21840400806,103911.197024757,107344.809306434,110431.300041859,116452.716803592,120791.883127171,1.57656455387676,6
"N[30]",104987.986534491,10061.6051436916,90528.2710710586,96323.83640883,105633.384162017,111391.966547269,122030.042377803,2.49454612636317,4
"N[31]",104410.67009718,7961.85728314962,94482.3166626698,98296.0900711359,102410.34958944,111552.447982122,116293.659166893,2.36113871399884,4
"N[32]",124936.312913513,8276.58590784313,111790.52729163,121094.524219838,122321.031933231,129839.389852109,139913.148157715,1.73191461081536,5
"N[33]",143852.429876677,11567.6296680282,126119.169267228,134982.042586749,145824.781759,152978.871007265,160406.964942308,1.73519857760033,5
"N[34]",124347.289716867,6929.59160107019,115818.805135666,118828.08906835,124739.779867628,128891.188129212,136973.878116894,1.74184077811383,5
"N[35]",106084.291121543,4053.67987226812,99596.416397849,103965.780209874,106178.625983974,108971.237314939,112980.595682234,0.935467942992548,15
"N[36]",114417.117897471,6991.30187114225,101934.27443696,112015.520615403,112889.845451295,119391.319905555,124617.899207381,1.37545625221137,8
"N[37]",161671.208128773,7299.22213033764,148566.649116489,156357.262889563,162465.086851052,167398.942624551,171564.023266819,1.86405358977045,5
"N[38]",154876.109581805,10569.4863768578,144644.495852687,146980.829243335,149309.208418978,161829.190119795,174166.336641973,3.86340154505719,3
"N[39]",183395.923347833,14089.6807733956,157330.131125555,179274.206156927,182345.077261171,190096.896259252,206658.038009684,1.55778907219122,6
"N.ya[1,1]",1192.4139076012,901.301803526416,401.357554231629,568.114722615134,715.895295348409,1481.61971101135,2853.5824623819,2.75093150805459,4
"N.ya[2,1]",321.400066462711,146.482087072338,82.9608308138174,222.923987509158,328.110001839609,383.305227622355,550.923064690349,1.06072857540773,15
"N.ya[3,1]",1470.60398044476,581.324281276106,582.96448795691,1095.34669879903,1374.7523046484,1812.49704552498,2510.48376979625,1.27940147978638,10
"N.ya[4,1]",11611.8575549318,1572.38009527383,9005.58163320272,10183.3048401562,12181.7145096237,12578.1552184731,13670.2420416122,1.26886263240883,9
"N.ya[5,1]",14797.5771082288,5108.68998621574,8889.91744651385,11917.2755567717,13731.5842993337,15944.1618620743,25614.7855946046,2.22893205100053,4
"N.ya[6,1]",13389.4262933886,3554.26532600772,9179.58142808167,10836.2564846836,11903.8701806893,15516.7729050582,20500.4855318185,1.66989316171878,5
"N.ya[7,1]",9419.14865219624,3705.14180103045,5554.47077848652,6737.7633623938,7880.63448864813,11022.31466044,15971.3637338204,4.27970001668581,3
"N.ya[8,1]",9397.58469247801,2541.54414155965,6260.95648010317,7420.25828811549,9170.27385772084,10498.4085896149,14167.0806445725,1.82710590995079,5
"N.ya[9,1]",15899.2421396876,3824.68096488872,11483.6417987843,13037.7967983313,14327.5024076715,19613.0923703062,22215.8233905293,1.97292203230559,5
"N.ya[10,1]",20028.4711639678,5785.44985586368,12310.4099004366,13904.697893226,20817.7262046292,24511.9595117267,28280.1003592203,3.88201793564947,3
"N.ya[11,1]",20681.2689895979,5925.66583833358,12361.3053647863,17482.914344614,18934.977717449,26213.7024146074,30164.3455221988,1.46532064836659,6
"N.ya[12,1]",20657.067139912,5217.36572124219,14412.686871948,16940.55587934,20202.1562590561,23143.1775096934,31140.2203522453,1.76153958874197,5
"N.ya[13,1]",20334.8377252526,5223.39922877319,12597.2114647222,17083.4412156006,19954.9235494136,22629.6542008258,29125.5737589865,1.73892500581829,5
"N.ya[14,1]",15984.8860516795,6558.06713100244,9777.46320385912,11880.0204893039,13149.5609519209,17327.4100353579,30238.5100604734,2.63141910084141,4
"N.ya[15,1]",22282.8971440367,3853.43260349496,16370.1391257883,19536.3734408977,22787.4288012854,25196.1650204976,28175.2078653625,2.44814611280986,4
"N.ya[16,1]",19211.1518004058,4782.16434069753,12066.5547667034,15556.8315888614,18122.4168375005,23690.4503992077,26307.6722589078,1.29372022200446,8
"N.ya[17,1]",11316.2876985427,2762.41173035334,7329.46705982369,9353.42729545302,10781.5043065975,13383.9348336746,15809.3701274081,1.58404290968845,6
"N.ya[18,1]",10707.9499913658,2440.80303108849,6760.71996360426,9614.08264427648,10649.6195658652,11614.7487712667,15262.5658063852,1.84380631493449,5
"N.ya[19,1]",14726.2025996994,7443.79499421037,7474.00654796656,9204.56086701742,11354.193090534,20319.8901471429,27700.3795171567,3.68443357827166,3
"N.ya[20,1]",28823.0983678152,7392.28011645543,18006.6280983174,22466.0756458448,27670.8809958336,35845.259184669,39023.5038190005,1.28412570179968,8
"N.ya[21,1]",26028.7138407702,6673.6916708285,18263.9902277348,22399.5579321068,24136.5165145175,28559.875735599,40338.5026131345,1.83059662780523,5
"N.ya[22,1]",26616.2554554692,8718.33028874791,16534.991128341,19189.0105897896,25908.8233147075,30315.505660365,44577.749707766,2.63407295659581,4
"N.ya[23,1]",21698.1900912585,12593.327052781,10967.9047482589,13393.841890913,14871.6140612996,25267.1255654271,45162.7081858447,3.08962401371373,4
"N.ya[24,1]",19114.1132168108,7155.7306351605,9379.61694780754,12937.5940478824,20937.6604745841,25019.9620256334,29344.9963294928,2.56984151945136,4
"N.ya[25,1]",17495.9469204921,4298.17218783517,12995.812048036,14707.8034593899,15656.9515722389,19942.2069122165,26067.2601587619,2.53114505242694,4
"N.ya[26,1]",13899.4717499999,3395.81805842381,9056.6936755465,11302.6419685403,14063.9120737133,15979.0931768171,19502.8834163803,1.91435518474653,5
"N.ya[27,1]",10518.8255256404,2402.83695226439,6370.31533789434,8835.48022758449,10426.2723072303,12211.0378684886,14008.9234196755,1.4095489545552,7
"N.ya[28,1]",9779.44238537051,1601.68189522322,7238.58176804686,8270.62834398815,9921.59497789381,10986.0017232188,12129.4254096397,3.63735794474202,3
"N.ya[29,1]",12530.1995692348,3505.51730953075,7569.94511207731,9945.23313758844,11966.4843422279,15661.3706254514,18333.8467443541,1.58920125873168,6
"N.ya[30,1]",11269.5724844167,2681.8544453158,7424.68379416408,9280.96459967672,11287.375228309,13165.4328132797,15483.2471446731,1.33426875030375,8
"N.ya[31,1]",13660.8268187205,1973.80913159763,10826.0902385825,12497.7268789771,13454.3621158618,14212.6729361022,17626.8827158875,2.17459315043464,4
"N.ya[32,1]",11818.1145271732,2401.27538203954,8303.0715324954,10394.3029748382,11371.2088085081,12946.1389440326,16568.3272985027,1.96447980592835,5
"N.ya[33,1]",16086.0202463065,5277.15978654539,10501.140088785,12376.172201014,14439.8089138675,18022.8997931425,26695.7132813079,2.27597490720859,4
"N.ya[34,1]",10114.3860779396,5222.07224317037,5780.70809721926,6852.06109694732,8050.49408854658,11251.3631732449,21940.3276052327,2.99435531301573,4
"N.ya[35,1]",19825.327563895,3864.01695905127,13859.6198109012,16828.9070183524,20021.345245962,22514.4695522139,26184.2380359351,0.973611315907716,15
"N.ya[36,1]",21262.7280180316,7602.37826403177,12083.9486412482,14366.8838604826,20801.9073391632,25854.7476031818,35496.8712605148,1.74688995268299,5
"N.ya[37,1]",24324.7629693566,8325.83377122912,13960.1249988191,16437.1658575002,23409.2208355643,31849.945320394,36263.4312779929,2.41317775056351,4
"N.ya[38,1]",16385.5082989573,4438.12450141042,9352.34748768354,12442.083835141,17316.1810202034,19638.6167590885,23018.3783756844,2.41026123479013,4
"N.ya[39,1]",62933.6693681172,7035.34478962023,53611.3913368782,56907.896918824,62885.0370775081,68063.1046474585,74191.0800185913,0.926312853523098,15
"N.ya[1,2]",5952.23599078923,3693.50033553516,954.05261730411,2630.59246668676,6073.31102189167,9412.35722706609,10635.2268998706,2.97093286600353,4
"N.ya[2,2]",6132.96778367604,3915.60162429323,2121.68992802391,2434.58738916486,4601.68701955085,10650.5503972961,11477.9695210095,5.87511126714852,3
"N.ya[3,2]",1489.57938138356,393.496113249384,790.496654402975,1197.07063785967,1525.64974827226,1771.05486775164,2025.47145257384,1.57946522014953,6
"N.ya[4,2]",13591.2721730373,1577.81977599082,11276.0793505533,12939.3879337524,13177.5281831048,14548.1098339939,16285.7633380238,1.75565026099301,5
"N.ya[5,2]",64158.1212787645,3501.18747515813,58416.3238268583,61893.9284874118,64338.2837726532,65859.0206901984,70158.762504814,1.07913346925558,15
"N.ya[6,2]",57475.0285842816,6476.76308929094,47072.587952775,52301.0157325905,60235.1135053704,61926.2787510716,66211.9367741845,2.20858720680939,4
"N.ya[7,2]",48995.0762124541,8024.87330617828,39783.5699087095,42344.7242237435,47366.4556192917,55063.3699757126,63856.9068067836,1.0999525976024,14
"N.ya[8,2]",32587.9237695216,2946.20112850354,27680.1245912933,30649.1837479735,32755.6929774638,34517.8001186599,37050.8902106393,1.16309604471397,11
"N.ya[9,2]",29406.3545847984,3763.52443765849,24011.4587944116,27916.3448057567,28380.6815050236,31267.9750269751,36583.0843181681,1.316891567484,8
"N.ya[10,2]",62210.7943025429,5773.19719712515,52232.2563336787,58035.424451585,63292.4728300475,66235.5391615668,69416.4036623653,1.98731712583646,5
"N.ya[11,2]",73355.1865369728,6345.57310512278,63549.0003757321,68654.0649555928,73224.1898787748,77233.791078132,82737.8993115415,2.5363918513193,4
"N.ya[12,2]",72655.4167047169,7481.04790194724,59746.8784499424,68137.2697940069,72404.5235014037,78486.0604273064,83273.0004106733,1.20292416212898,10
"N.ya[13,2]",95631.4106190797,9742.97551179247,81377.0110943565,89426.6914936039,91926.799238406,104653.643374732,110739.602958112,2.68053302665087,4
"N.ya[14,2]",79641.8829869264,10546.3341526276,66200.9361929169,72258.3161445764,76268.8229838796,87273.1669934684,98922.652598133,1.52526316979909,6
"N.ya[15,2]",61333.1156792348,6720.91289604066,51316.6847284725,54932.2264581591,63325.0656151636,66292.5083914518,69706.949737907,1.5251228528312,6
"N.ya[16,2]",77531.0243420176,8374.94081638776,66274.8379336081,71596.9478754949,74311.3813124483,83919.9639094656,90641.9633253785,1.99399413262315,5
"N.ya[17,2]",80592.3902833422,11957.1873289765,61927.6992164691,71764.9581529365,79951.7822055685,88350.1992144284,98794.0304709207,1.28736305330199,8
"N.ya[18,2]",47259.2881597613,4723.18281545401,39667.8918796078,44046.4657578855,46598.4133807666,51878.9857284504,53081.4313384518,0.977935898565398,15
"N.ya[19,2]",39164.4423852531,4738.45122649987,32414.3569891443,36257.6617550078,37040.308908581,43513.0048753687,45935.9388150741,3.07364693201806,4
"N.ya[20,2]",44595.2439988953,6080.52654920868,35681.6359574917,40175.7629542376,43418.6116148363,48997.4787358629,55252.6610653478,1.21789761262032,10
"N.ya[21,2]",97322.01914669,12345.9375847692,78253.0851489007,90749.66747063,93519.248533816,106078.144723601,116179.105995201,2.64725463511417,4
"N.ya[22,2]",96977.6570963462,15409.0313332372,79897.7680709314,85356.3860512938,92284.1843126846,99599.5199636519,129430.348724024,2.06592463776802,5
"N.ya[23,2]",87555.870998718,7416.16876250593,78626.7319700186,82264.0157749906,86766.5031253556,90720.688091283,100288.512949824,1.03045387453697,15
"N.ya[24,2]",81135.1415163534,8955.88676763949,64919.5705272917,74973.8674702344,81579.7157027303,88889.6745985407,91937.8788214036,1.00989943712699,15
"N.ya[25,2]",40560.4002329472,4101.14332317118,32884.4172348599,38084.8785190782,40963.172265818,43036.7093963524,46912.4768366029,1.14811362313819,15
"N.ya[26,2]",55693.8323549955,4673.81916171373,46682.5352451848,52440.4527707032,57171.5802505129,58884.2565122278,61627.7102352376,0.970338948878895,15
"N.ya[27,2]",55281.3340527394,5164.91544295636,49615.2978639173,51008.0961029757,54390.361780208,58270.0461477984,65526.4017251222,1.56282676566446,6
"N.ya[28,2]",37444.2588518843,3754.64307496511,32199.9936703033,34766.0421336431,36656.1825888922,40900.5759660687,42800.7778494057,1.03159138903335,15
"N.ya[29,2]",49338.8035104656,7144.53841055029,40591.0516753269,42158.8031225421,51227.8928068568,55516.2465761989,59020.4197279097,2.81088348786289,4
"N.ya[30,2]",39164.7924972199,6526.6101608156,27247.72662989,34682.3644629665,40430.8409658808,44433.7992064226,47500.6425361049,3.09314021456551,4
"N.ya[31,2]",49156.1105952051,8913.12192805226,35277.4954063125,42933.1039825575,47775.6868817751,56592.3008742328,61618.9405042671,2.47451076059336,4
"N.ya[32,2]",58656.1221603592,6557.90297413818,48499.0623396873,54772.3196085921,58700.7506659296,61801.9766324048,71058.900222334,1.55658274257997,6
"N.ya[33,2]",50454.3829049557,5550.29361175794,41905.1564773502,48324.4360631693,50059.8348963507,53790.3960818295,60183.2599162965,2.04702099332675,5
"N.ya[34,2]",52674.4397249231,6148.45289895202,43141.6050625669,48381.0039428755,52362.4078780313,57019.2497531014,61853.6301371246,2.79839485815615,4
"N.ya[35,2]",25411.6171979652,3518.53984396274,19789.790455925,22482.0325515626,25659.814240322,27852.1712730234,30898.4944782631,1.8476299871024,5
"N.ya[36,2]",57502.9528572642,6648.21975465059,48529.0732947979,52932.8027205141,54604.0668224037,61019.5781032865,69723.845719147,0.969166712790457,15
"N.ya[37,2]",57860.4060340968,6236.77569578822,47845.8860309392,55520.736349966,56744.8608558743,62084.1770852523,67627.7695856564,1.43623056639949,7
"N.ya[38,2]",65872.7160964464,7727.11137568032,54514.9605629359,60582.636096863,65140.3899895767,72517.2839912865,78158.3421076285,2.26491415046995,4
"N.ya[39,2]",44459.574319755,8556.42480755289,33609.8241410771,40007.2600388482,42942.6811402962,48011.3704039752,62306.0858559086,1.72005160494957,5
"N.ya[1,3]",28278.4513078648,3796.15449862243,22118.6960452347,25413.0530487188,28573.9315935086,31038.4090787436,34240.3080530041,1.56607285304089,6
"N.ya[2,3]",10175.0577832913,6607.19723821909,1808.97998887684,4229.32691377111,9244.58264625122,16593.9933131293,19280.6592256348,3.3322664667442,4
"N.ya[3,3]",9874.14078946194,6092.62525253258,3379.04176106113,3974.93993411869,9002.26868419653,16619.1232825864,18291.023305294,5.5203592107983,3
"N.ya[4,3]",2188.85124141487,569.561202562146,1306.28745950501,1747.55465209472,2276.3732744595,2513.62532413589,3139.51793602896,1.62593142174974,6
"N.ya[5,3]",18547.4597234946,3550.99690488401,13953.4828013075,15204.7434435014,18478.028467782,21309.7545745077,24275.8333512704,1.68143623454257,5
"N.ya[6,3]",74035.9891246343,8161.7141860654,59936.4736173048,69130.3232471212,74976.8091972304,79684.3851079186,84975.1167655139,1.6392892817205,6
"N.ya[7,3]",72099.9458990678,7042.04665615548,60928.3649435469,67333.9734167824,71501.0369260254,78879.2152653043,82768.6755461027,1.55959265488466,6
"N.ya[8,3]",54289.035440523,3850.36544079074,46789.7788983078,52384.9647485151,55307.8042056612,56568.9443182278,59574.0177966163,1.24940200604108,9
"N.ya[9,3]",40513.2767808092,4362.62484743579,32425.8316130694,38343.9877772566,40186.5335145726,43647.425868905,46617.2370016859,1.95680484284657,5
"N.ya[10,3]",40256.109413973,3763.32616650103,34818.2529275425,37491.1119805187,39210.2908874266,43061.3610108946,46125.5436264636,0.902469524215433,15
"N.ya[11,3]",80000.539709298,9556.64153005091,67004.9933005311,75045.69200186,78260.0348136018,84642.6610051541,99640.6699678119,1.64464122085132,6
"N.ya[12,3]",84401.564605291,9798.77243698962,66836.8236327844,77203.8558625859,85992.5470016545,92065.8124130103,97200.6762967732,1.17283153733912,11
"N.ya[13,3]",87932.4980877524,10162.1585946795,73296.7541015415,79201.4351420429,88257.78583065,94908.2110709895,104010.549048957,1.40086804844643,7
"N.ya[14,3]",97077.3320424359,13519.9708302046,74046.0433351039,87661.5632725537,96477.5507303956,107910.577396177,113225.490412469,1.2982220525143,8
"N.ya[15,3]",90442.9336112923,9441.87831447007,77580.4206665664,82611.7063908729,89145.4188182554,97120.677313358,106551.097601802,3.44286292959375,3
"N.ya[16,3]",79919.636636392,8218.18365053628,67395.9271533355,73560.636317351,80105.2557692181,86755.7916247118,92754.3523093748,1.11737175992894,12
"N.ya[17,3]",100076.731710688,10830.8960034845,80374.4897928257,96250.6226065592,99388.5887202785,109099.096605065,113542.11086232,1.12693263072954,12
"N.ya[18,3]",81419.2285187637,9144.73385389504,65120.5888199639,75905.5753473584,81823.9223277256,89432.3457682376,93036.3079077153,1.70847218084205,5
"N.ya[19,3]",60861.637899191,5501.87123481506,52691.1518203642,57556.47387687,60175.5344607132,63813.2672374675,70856.3291895459,1.78103469865257,5
"N.ya[20,3]",54116.3316542407,5814.93833702288,44070.2773082289,51404.5732569249,54731.0471026772,56610.2026202393,65056.7422642604,1.38924076839853,7
"N.ya[21,3]",59488.9455148411,5989.71113314384,50129.8493766304,55217.9953970421,59188.5837286258,64107.9205424351,67590.8907496661,0.984262762384947,15
"N.ya[22,3]",134174.26268818,12682.6413731855,115065.309638172,126261.93992995,131093.144113252,144622.594300319,154527.879136774,1.18319484599769,11
"N.ya[23,3]",104255.583735548,11240.4632245833,84916.3732688951,96831.4614851056,106355.554048653,113091.438181265,119347.204982841,1.36001115424892,7
"N.ya[24,3]",109590.389289224,17292.0988400207,80482.6495441833,102614.657213797,110750.110921326,118622.877150268,138864.992667914,1.80389803489567,5
"N.ya[25,3]",94640.6086835994,12090.4768124963,75266.5609648166,83042.7239488144,96573.5827512152,103994.941183595,110149.753628637,3.74077263399882,3
"N.ya[26,3]",50438.9951689693,5006.77271256089,43812.1951763939,47648.8871375233,50176.1862698764,51206.0359322938,61120.7876727132,1.5434199187689,6
"N.ya[27,3]",77415.5435499137,8126.7240701108,68498.0357008332,71514.3810937978,76396.5475828812,79978.5692796277,92162.6673598099,1.27499514856553,10
"N.ya[28,3]",68707.3674129214,6306.40885768573,55481.7789802523,66107.6358796174,71127.9420721528,72926.923075553,75886.3189213729,1.31393797316215,9
"N.ya[29,3]",49523.9907214152,5093.17295350866,39972.5974242457,45685.6862625084,51026.3509124318,52872.5943015218,56506.9207199416,1.77610036579127,5
"N.ya[30,3]",54553.6215528544,8437.78131614209,42979.7316109923,50102.2926418238,53260.2714201216,59676.6821559918,69178.9663433971,1.06843200498615,15
"N.ya[31,3]",41593.7326832542,6036.55465676296,31275.4882873354,38270.668822052,39977.8500804295,46746.6230208619,51448.368319557,1.34459297173219,8
"N.ya[32,3]",54462.0762259802,5155.91419279197,46117.8674736089,51992.5474225753,54547.5762519101,56159.7739996756,64212.4728784129,1.46994001515188,7
"N.ya[33,3]",77312.0267254143,11239.8848292828,58037.7150718469,72060.1575078646,75514.0323048971,83085.9741807805,94979.0280431265,1.02604640344883,15
"N.ya[34,3]",61558.4639140039,4705.48261387321,54221.703317803,57836.2023659733,62003.6863247075,65028.4299629474,68518.180777204,1.82786114689931,5
"N.ya[35,3]",60847.3463596825,7278.58444220779,47650.6358355537,56908.1354870163,62046.8058089027,65721.2644423972,71923.5505068863,1.14848663962335,12
"N.ya[36,3]",35651.4370221752,4668.31931106154,27753.1918591446,31927.7473863741,35264.4614055888,39982.5725582344,41949.1244504941,0.985750327390316,15
"N.ya[37,3]",79486.0391253199,10149.4642565182,63448.4329342249,72450.1728446597,79101.0166427753,86818.5333253397,95764.0361590192,1.12559780515323,12
"N.ya[38,3]",72617.8851864009,7972.32551828014,60081.9743822047,68466.6482843842,71760.4284044568,76307.0916463207,86668.3994416442,1.58939324531912,6
"N.ya[39,3]",76002.6796599611,9701.38458030823,61545.116583455,69983.5701952826,72722.7765372757,82142.1307294316,93811.2563266628,1.41578034887361,7
"R[1]",50760.3340561658,7780.4894827071,38774.444390205,45044.7736972035,53196.3953370197,55092.8791252535,63741.5339548998,2.14834887626036,4
"R[2]",17687.0988406801,11017.4391240474,2969.32476962805,7504.52107513305,18362.0464486841,27002.1793506369,32364.0178398325,3.23624977932694,4
"R[3]",17199.5224807392,10753.8554687922,5959.03041292873,7017.15133379165,14754.0492794094,29227.0925538477,32190.0039469453,5.6960094374662,3
"R[4]",3999.83068926114,957.595742360706,2311.9087570498,3278.79324743201,4007.12363577421,4565.64120134619,5510.70772084068,1.52337235530794,6
"R[5]",33609.3358769767,5386.40699779601,26427.1141260463,28646.3465585998,34142.0607627456,37316.9010652046,42441.9381956079,1.68647603086271,5
"R[6]",149805.967958331,6724.47025192552,138471.445159252,145267.41018255,149049.461844444,154823.058785575,160011.247571173,1.38969914705534,7
"R[7]",144372.551591578,16120.4438366437,118597.452923743,136003.020541787,141393.716159975,155595.993211121,170571.775096497,1.99363687300966,5
"R[8]",116673.537946366,9775.41860619457,104099.809854865,110230.401577945,113694.889641907,122834.712381999,135662.946597837,1.46619396083495,7
"R[9]",82520.349202527,6571.58630158035,70088.6342676923,78685.7749946503,83415.4324589822,87646.4490219106,91319.49243471,1.56962316871418,6
"R[10]",79060.0486912494,7826.32775516715,67519.7515118221,74911.011720796,77704.7883262738,82149.7239416669,94745.2138601863,1.03697998051121,15
"R[11]",158110.576151529,15140.6024672931,133190.051272074,148118.09937974,158294.866509928,166068.098313875,182828.390660343,1.93869934564609,5
"R[12]",177785.222306232,10243.1328124478,162430.058528012,174035.891852974,176179.854448887,181449.657439468,197466.207994245,0.974678205491737,15
"R[13]",181269.183782067,15373.1177517228,154129.823986884,172598.347381097,180312.688362526,193225.363800043,205780.663683584,1.16134077688614,12
"R[14]",213365.809801428,12314.2650268172,192577.997666336,203078.198272875,215829.819242152,220722.061318582,232264.268632545,1.14999231271768,11
"R[15]",190419.654323471,14835.3605218388,172922.656553122,179666.788611092,187089.901320925,200110.411918148,218778.117401928,1.22305099503705,10
"R[16]",157237.638367306,14644.6918386638,134967.590770441,143083.541039554,163897.764384347,167619.888129508,175249.946032861,1.60304663885241,6
"R[17]",199890.653196742,14828.9235282769,175067.309167734,192062.011087355,201114.243800601,208185.023707574,225630.130886487,1.25641772580065,9
"R[18]",181222.770602512,12609.7294471429,157573.69735012,177522.633536698,183083.748614535,189823.610433773,198125.338855983,0.970014094522914,15
"R[19]",119437.213757495,10756.2442911348,100997.814505805,111184.28917244,123680.964092869,125984.969634399,135625.917213437,1.2626614508188,9
"R[20]",103988.72403086,6092.29837797831,93786.4289932548,101804.014203337,104771.654021625,106145.035634054,115684.713761514,0.997794041397341,15
"R[21]",118810.392113436,11795.789493161,102652.973647586,107385.4425575,124817.312950184,126463.992764793,135624.692642739,1.07413509015381,15
"R[22]",260319.380202685,22830.1373732757,220090.723417956,247813.495452119,258118.787867761,274751.670835313,295337.302251049,1.3344268518552,8
"R[23]",227261.954672664,17119.615902542,200075.144455401,216026.828194914,225135.338584644,238609.504307759,256127.814193704,1.31256496686645,8
"R[24]",223762.515743411,23411.9615140695,192483.048511806,209586.855500219,220275.601254969,232480.479515076,268592.604575169,1.45789710614341,6
"R[25]",197473.940291211,16999.305035229,166165.003444174,187696.844822998,195966.729862461,210972.129527663,220758.987783995,1.02443221958244,15
"R[26]",110113.508618727,12611.4076905131,88386.6069604956,102346.574784261,110861.838311464,119183.490855541,128868.77988684,2.19809418494305,4
"R[27]",150605.322825401,11895.3174206914,130784.286684957,141869.376360266,154011.57463364,159143.241397233,167230.98318629,1.01177061204339,15
"R[28]",137888.173215661,10033.3230677916,126051.013767261,128752.283627359,136042.83715685,143846.560708089,154644.66271884,1.27140191697222,9
"R[29]",97487.0750989398,7560.36965975521,84092.635360821,91973.8088068767,100612.428043437,102324.916770671,106284.185053599,1.17354588242555,12
"R[30]",113671.867448691,11509.676302037,97324.5148110645,106456.20523862,112554.414815623,120120.705257696,133955.950518251,1.36221479654553,8
"R[31]",93288.7247497088,10763.5310715053,75208.5880997809,85478.9559870802,93962.8173406166,101088.631284918,108105.823778583,2.54265405319128,4
"R[32]",114887.759305602,8785.02287298764,99455.5561595456,107927.578005613,115747.087265251,121313.405702371,126116.325031934,1.13552239902502,13
"R[33]",149628.975704494,16213.0330929259,129116.11120471,137704.992085715,144342.479453441,159515.077864642,177565.615130313,0.925443794016714,15
