"","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"N.ya[16,3]",67931.7153114216,9192.02338091545,55171.2038885351,59542.6754693394,67368.779046392,75467.3126558933,80934.7269983885,1.6394978743607,6
"N.ya[17,3]",108147.021058589,10475.7061785394,90570.1282901628,102386.597501373,107197.808407876,114695.684018238,126188.121348925,1.14331995458978,15
"N.ya[18,3]",84134.1357883661,7178.22378024369,73628.7419713894,78932.3229168354,84219.0423028463,88676.2675115543,95731.6217884489,1.04035869074,15
"N.ya[19,3]",58124.4729509632,6645.8892651394,49343.2949228192,52245.0496556155,56003.3682613935,62844.9927701811,69188.5724619785,1.71270196172476,5
"N.ya[20,3]",49006.1371050642,6016.14120589838,40264.6921612956,44333.7755500094,50684.4583377345,53130.917263956,57199.3144239514,1.09660260335789,14
"N.ya[21,3]",57648.3491812248,6909.51625333339,46443.2236818157,52269.7783200055,60040.3550732281,61919.8067533494,67751.5433098897,0.990705347531212,15
"N.ya[22,3]",132153.786564609,17113.1018490948,111402.705072445,116389.898765824,130480.585387771,148470.273657157,155077.290402908,1.61962949376478,6
"N.ya[23,3]",109763.277062598,7722.18592181351,96648.8884470724,106874.152608601,109599.687541501,112924.5887181,124250.24872723,1.04977510022974,15
"N.ya[24,3]",108404.125400162,11119.5350448335,92939.0438146408,99344.90277691,107388.194706413,116339.846738167,126033.13526537,1.11582231598179,13
"N.ya[25,3]",97620.052397907,7294.89622998936,86833.0202284203,93540.6892907971,97256.4954130913,102859.264216566,109255.365429818,0.920325393144951,15
"N.ya[26,3]",50726.0773436466,4097.06905950244,42569.5728563155,49216.2602722659,51633.7544903332,53106.2744785646,56681.3794323983,1.02599174232631,15
"N.ya[27,3]",75704.1086031165,8169.82635263189,64089.4641024738,69235.4238976655,76418.0287237603,80498.9702614808,89420.9416266529,1.13350160107658,12
"N.ya[28,3]",61723.4428872258,7112.39362853701,51954.9777745416,56964.8081586515,60613.5330576734,67580.282486857,72952.6398675216,1.06997229715704,15
"N.ya[29,3]",48931.16487144,5910.36640030139,38911.4954476972,46288.7706993801,48547.2431091713,52989.6596230495,58074.0088975937,2.68807536671244,4
"N.ya[30,3]",48825.3122726256,9274.20192033639,31319.2506285461,45682.3432300092,48636.754001869,53071.5492756896,64719.5859612359,1.75610707090977,5
"N.ya[31,3]",49295.0698498641,8297.48074113748,33939.5941429072,45261.7251694582,49813.3255143061,53082.99806165,63755.4990011504,1.24551522499551,10
"N.ya[32,3]",50784.1950344464,8292.78880449147,40614.5529662433,45216.1497206178,50186.9906236149,54459.1337926915,67188.6408683943,1.20743021469289,10
"N.ya[33,3]",78829.0910533958,7187.71860900592,65117.6233606599,74842.072165197,81399.2521542491,84341.7187811581,86684.7591817999,1.0525542658279,15
"N.ya[34,3]",60387.5541408469,6410.78395230711,48166.7706071219,56846.3887703505,60550.2058192449,65112.5477919082,69478.5950746811,0.980958495713123,15
"N.ya[35,3]",62906.3993164288,9781.75831019596,44410.1496370566,58644.1895700223,61974.8479552038,69990.5587629348,76821.3877826501,1.32747910432392,9
"N.ya[36,3]",36814.4115101743,4225.78639093286,29188.1761112115,34670.1662636005,36249.2701717368,40112.4542058808,43330.0387720798,1.46907771721935,6
"N.ya[37,3]",81995.9965777625,6646.54192441859,72553.3539751564,76562.1611329154,81265.4082947998,88197.9249154206,92099.7861834338,1.20719934771995,10
"N.ya[38,3]",75350.7690279353,7302.90907726083,62235.0823093819,70260.146212329,75849.2293619238,79571.8254756091,86720.7220234257,1.14268679229687,14
"N.ya[39,3]",83208.9373781195,7438.67920749471,73286.1380156311,77282.3416193589,83981.251586944,86782.7196616014,97272.3843341474,1.32519152126319,8
"R[1]",70464.0495005493,29549.4037408501,30470.0826880597,47858.908975483,69259.7272570681,85596.0708852098,123794.850399446,3.51614101810564,3
"R[2]",19943.6569995123,9200.95666891696,8214.69109846839,13653.0322202127,16768.0546014994,26712.9324165558,35710.2825886389,2.94265903315707,4
"R[3]",11986.4998810579,7555.79004405953,990.365011722137,2855.83280618127,16038.5419533538,17419.5575054595,19749.0331622466,6.3675800643482,3
"R[4]",3853.88626353283,1626.13921281988,1478.6398851061,2907.59107988691,3608.48052281718,4763.39590138967,6895.28478288394,1.2617553579002,8
"R[5]",38465.7600564297,5040.97469944403,31844.4918764771,35468.7958310552,38547.0909778286,39719.0678445483,48406.046548814,2.27326172685336,4
"R[6]",149629.282566266,10287.3389673821,129791.863923266,143784.644008257,151038.352163185,155104.400695459,165568.689265062,1.23291543443977,9
"R[7]",134343.161578811,14811.1185763275,104451.410936366,130718.101963061,135534.756812155,142235.142588148,157449.694310629,1.11358919275904,15
"R[8]",107814.52917361,13901.5124342255,83922.1609228715,100816.062630749,104397.532528722,115910.967576576,129326.671424762,1.68120203730159,5
"R[9]",76353.493409556,8979.04232191856,64975.0569253083,69046.2514088079,75610.6144496593,82407.8342270333,91535.527170332,1.20407921099721,10
"R[10]",84365.9288355351,6358.90575216219,75590.7111275187,80223.7694822315,83355.5414848646,87321.7787303985,96237.7382913851,1.03568261629916,15
"R[11]",166528.285407172,11316.4245294721,148088.430802752,159473.244547629,168712.960803598,173986.538024492,184678.267430599,1.58967121436356,6
"R[12]",173175.527560837,13065.104602966,152285.595950954,165141.849975176,169004.191576776,184742.332534448,191014.235212101,2.96501890023499,4
"R[13]",186241.609392235,10797.6147104147,168580.346502478,176492.360519066,187385.684085738,196452.623888175,199348.300446276,1.00718194720672,15
"R[14]",212574.299726131,13620.6547170182,195445.485610965,202535.501278781,210168.972123734,222096.51041763,237603.36496885,0.998835825404156,15
"R[15]",170647.890682222,14116.6323614106,146717.263289584,162495.685120491,171227.197326956,183263.753029259,190013.224303855,1.2793802074681,9
"R[16]",150586.712068829,12064.2306467622,132114.933005699,141641.702526644,148686.373845786,159982.676786989,169550.833626136,1.07480721767353,15
"R[17]",210559.823453106,18776.4387980815,173117.356056487,202685.002949047,213918.570767787,223871.038719789,233734.008176622,1.26928928213889,11
"R[18]",186217.551569235,15617.0181731147,161887.534592566,174847.67298468,183194.758551587,197616.234765323,209712.118362931,1.07033982103452,15
"R[19]",115259.748946663,10372.914596635,99583.6626154601,106907.836617212,116287.229793055,123900.783789588,129216.367687201,1.6539654292554,5
"R[20]",102646.881686312,9575.77871589662,89263.9401699294,95071.1494103753,100438.123771348,111701.407316261,116839.82141206,0.999924332636996,15
"R[21]",116871.79601523,10927.0140104407,98099.7074211188,111795.151928459,116912.390183662,123886.947831483,134643.200299316,0.922978298900597,15
"R[22]",260040.758899587,21775.647690508,228429.775136502,243291.667950615,257035.342713293,282342.199603916,288207.121621178,1.27426245563869,8
"R[23]",230738.728293185,15548.2332824725,204327.982159943,222213.049413216,229603.886944673,242894.865743456,253418.461913565,1.0019085474452,15
"R[24]",216719.869490617,14867.5065449813,192578.368860405,205190.005981383,216848.596762863,227315.304864548,240317.288179351,1.16615075481957,12
"R[25]",205532.351613798,8645.44459321359,187405.494180886,201488.260792668,206114.792819888,211461.226249047,215969.18384841,1.08635662992281,15
"R[26]",108638.919772532,15513.6692839621,86448.3568895979,99283.6401520003,104997.140841581,120201.729357936,137990.929143221,1.64594916571794,6
"R[27]",145007.154977465,13114.0903415052,126216.860891981,135656.462452225,144907.370701838,153444.662550456,166218.321872894,1.01800165881788,15
"R[28]",136615.912521547,15794.3060768092,117105.167000118,123766.463820857,135741.377955692,144181.203259056,168623.798583812,0.944830572000181,15
"R[29]",101055.071240863,7240.19239590155,88445.0223412477,96809.9962507785,101534.290933159,105731.904037933,111940.614392269,1.01737016415269,15
"R[30]",112761.889770065,9555.37883576189,98193.7030651076,107659.930287193,109016.147979384,120479.405000159,127310.657612496,0.921459330135089,15
"R[31]",99694.9501045238,9362.44578996131,84849.6378816427,94709.1755934733,100829.025120331,103753.326854334,115701.710935435,0.913378600396682,15
"R[32]",104391.011639533,11115.4821606851,92045.4855637288,97137.1353387561,102425.922923671,108155.265252088,128463.760846924,1.20409247521058,15
"R[33]",159272.595098414,14421.975449395,135968.517355759,155474.38648521,156268.784462283,167927.364449925,183106.029900959,1.02649335570239,15
