"","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"N.ya[9,1]",18006.9578222562,3022.33482999016,13845.2438869332,16036.4776232737,18098.0656293081,19969.008881058,23075.0815837158,0.936650882094142,15
"N.ya[10,1]",14535.6330111512,3917.3705284075,10584.380807763,11667.0787994492,13138.9627267744,16736.6735672245,22108.4803594351,1.86504300971513,5
"N.ya[11,1]",16971.6834110012,4018.84912274797,11772.9005312817,14084.9611928322,16638.473937687,18835.3431249927,24520.7697185273,1.37684696214749,7
"N.ya[12,1]",25124.696341742,4558.08924466394,18437.165169919,21770.9335497363,24249.2566862079,27916.6191799972,33156.3250432606,1.1285441838213,13
"N.ya[13,1]",17950.1569462572,3074.4918381709,13936.4250731024,16293.4415299896,17339.8982768906,19241.6209287146,24367.7291036824,1.58368462924527,6
"N.ya[14,1]",17228.7768045534,4721.25991618828,10930.9995473415,14374.4215909706,16045.5610918515,19203.3117575963,26727.8834855091,1.93283089162578,5
"N.ya[15,1]",19791.2714425838,4543.84533504741,12992.6868244699,17077.3303127612,19755.4878607183,21335.3306371383,28160.7600198455,1.53629944122886,6
"N.ya[16,1]",17594.2738422011,3559.44627163656,13091.7093238073,15811.2129045384,17371.9680099008,19026.0714613275,24669.2159097273,1.24076466763744,10
"N.ya[17,1]",9009.35778687179,2172.16546813992,6688.57882829148,7387.0483466033,8695.99112214943,10197.05959386,13454.6284655491,1.32669686534779,8
"N.ya[18,1]",10982.6668820344,3348.33588823868,6896.01162765001,7775.60200203208,10771.8268379115,13586.0654361026,15857.8132683473,4.02554046646414,3
"N.ya[19,1]",14018.2719580085,3828.58673749153,8078.8482053125,10866.3114987306,13448.0224164387,17688.4230991788,18911.3755015397,1.37231802087968,7
"N.ya[20,1]",28544.8243904813,6516.07837074803,22490.0135521885,22905.591325889,26498.2798311115,32025.966395063,40609.3934012303,2.34072413574544,4
"N.ya[21,1]",28052.6888967994,11545.7117854519,15727.3846313283,18192.9181491675,26152.5407079775,34669.0212946926,48879.2977252403,3.38632695387887,3
"N.ya[22,1]",30867.4476068737,8219.11104869524,17779.5805147054,26429.9607698804,32031.3534998247,33912.1716832823,45055.2585149795,1.05590904718447,15
"N.ya[23,1]",23764.3041106259,4643.84327372884,16964.9270395744,19635.7974302029,25478.1836623495,27371.9670657258,29705.8016700742,0.951536509021617,15
"N.ya[24,1]",11849.1624721483,2118.83555947107,8291.18096038256,10575.4919930551,11572.3800268029,12616.0372695824,15644.0289046758,2.81246824210336,4
"N.ya[25,1]",14920.9601001409,2854.35904897268,10721.8104814236,13319.807934183,14579.0015273732,16098.7625117035,19905.8185230704,1.49171347354082,6
"N.ya[26,1]",13605.490856274,3172.30435124535,9186.92515977076,11535.8743337756,13300.83076984,15981.8772605513,19152.5191098304,1.53021504061794,6
"N.ya[27,1]",14625.6831433271,4633.84593147162,7815.96321799095,11508.5465903573,13572.7681633287,18324.1950624605,21603.7291331642,2.37543047132308,4
"N.ya[28,1]",8024.49420749975,1585.37459613983,6410.4975630523,6857.40293381422,7577.41715235695,8696.66432216486,11356.5873269328,2.13321364981693,4
"N.ya[29,1]",11118.5222185235,2062.40583423293,8323.47234092964,9890.86522903104,11007.1468114499,12128.4709765786,15091.0103877161,1.88879930552363,5
"N.ya[30,1]",12001.851088922,1851.10098868308,8663.4143729087,11119.0252902655,12313.3520601497,13112.0241805478,14567.4643272381,1.24309302368066,9
"N.ya[31,1]",19028.310853716,5321.03292127177,13389.8544130718,15175.1444046482,17760.5034411693,21228.7709321697,30409.6929419526,1.55159664689825,6
"N.ya[32,1]",12276.246475053,2644.61568092861,8220.070394241,10393.8292218665,12088.2955426371,14634.9567960619,15726.8048483684,2.40302445703004,4
"N.ya[33,1]",15819.2539865313,3362.70014013951,10774.8264300937,13077.2864607041,16774.1243382101,18100.5889570386,20666.8533464234,1.09967334116693,13
"N.ya[34,1]",9223.86447299437,2629.1660449543,6177.83443827788,7306.24775762876,8762.58818130945,10460.534514631,14628.526100947,1.42474624914028,7
"N.ya[35,1]",23377.6917960509,6393.07203442289,15247.1998841201,19698.9712372625,21407.6620408678,25116.1001420687,35879.6160799651,2.5138260283047,4
"N.ya[36,1]",20436.2652574472,4998.8616668111,13716.3011269172,16888.574459166,20066.9063628159,23098.9399212883,29261.9667163083,1.34860839901397,7
"N.ya[37,1]",19785.9811152742,7088.03692991957,12020.920679212,15438.7154796103,17823.651003364,20592.8960093971,34639.3505863615,1.63677626989579,6
"N.ya[38,1]",13889.7591899333,3344.0922719629,8018.90120241217,12728.540853151,13965.0224778845,14634.8577783805,20508.0038851859,1.25863174317214,10
"N.ya[39,1]",70421.8589082678,12844.7869586666,51361.3762286952,61134.9292166779,70521.8544368821,79147.5149796312,92001.2648644535,2.18885429328398,4
"N.ya[1,2]",29125.7026516283,14841.9946600067,9893.98836006481,13005.2808463977,30119.936866983,40643.7423768761,50905.5472682735,9.13121288088497,3
"N.ya[2,2]",3646.6884876284,1715.45663323263,1130.20748086238,1858.08088542147,4143.4188511203,4973.33727436053,5935.12434424577,4.2899775012892,3
"N.ya[3,2]",1437.26049473682,729.45317483789,587.752218002501,960.666634176435,1083.96378899205,2034.48466831126,2753.2217527035,1.09210194894811,15
"N.ya[4,2]",13321.608502115,1699.97763135122,10977.0131719014,12096.082865766,13107.209820629,14290.1037522119,16331.6573871896,1.08874370612553,15
"N.ya[5,2]",59492.6116820626,8098.19319030749,45211.1707664924,55455.8242540869,60826.7019365598,63457.5470726699,70728.9483528266,2.40944594347334,4
"N.ya[6,2]",56510.5733247992,6254.86670044595,46513.6505787281,52930.1140014359,56167.394357649,59122.9849807399,67586.3389590273,2.44184265015035,4
"N.ya[7,2]",43963.1420647139,3197.83400185927,37474.9098240317,42721.1873736267,44963.8632068098,45933.8344557243,48250.5439995292,1.39299870326782,8
"N.ya[8,2]",29926.7650019218,3193.09587961574,24312.267551115,27910.7362681532,30288.3637810787,32644.3958777099,34044.0828930598,1.5025773723982,6
"N.ya[9,2]",30094.3734873632,3168.35984191259,25587.0741636412,28082.1065134845,29083.3998016191,32561.7596283513,35282.6930662631,1.05177071679072,15
"N.ya[10,2]",65367.3689392326,4398.02057476955,58379.5385962128,62483.2304991575,64455.2927978451,70075.4901231675,71184.193108935,1.71105907338717,5
"N.ya[11,2]",73891.7131205976,6480.05570610272,61342.3001505589,69660.7264792391,75789.8858657304,78732.0134780866,82676.5373990375,1.18455024289042,11
"N.ya[12,2]",75465.573653981,5897.22492235428,64469.8627018373,73253.8478892024,76498.0890487564,80167.0124985148,82307.6503796322,1.3786925888634,7
"N.ya[13,2]",90254.953097641,7912.44555423653,78670.1135885796,83603.6244055013,91550.7605932423,94859.5729007223,103483.104582694,1.47950172900405,6
"N.ya[14,2]",76161.572287754,10358.5686286706,56745.33286859,69805.5019746097,78284.0383484183,80282.9116398542,91578.6651130106,2.15047395475655,4
"N.ya[15,2]",66098.3446960783,7397.06544851532,54127.3869070216,61617.6885373479,68017.7864926277,69794.0782230149,77970.5066315245,0.963775701832654,15
"N.ya[16,2]",78833.2502559176,5081.41275366372,71464.0225457026,74610.8581646977,80111.3032277364,82095.8355658391,86784.9254633434,1.11034893101371,13
"N.ya[17,2]",77145.8026100397,7076.25967380532,66161.633923418,72620.1583690854,78616.756665757,82945.7611255802,87611.2812509207,1.01461656248118,15
"N.ya[18,2]",46081.9712939674,6955.89486540323,37759.0956070263,41528.0004974446,44908.2012688303,48928.4759029635,59531.4848056515,1.31331173727805,8
"N.ya[19,2]",44097.9554404518,3540.50027135921,37805.1670117925,42305.2174450946,44370.6003437544,46403.4227059499,49459.3360958282,0.992381278406981,15
"N.ya[20,2]",43422.8444399462,4710.99025178151,35884.4608744323,40598.9486125158,42075.844863964,46630.6101785827,50879.0897352852,1.18551855160545,10
"N.ya[21,2]",92533.8632637087,10926.5801314101,78602.5890822776,84425.3269025,88875.8455965626,100862.938544257,112325.726101716,3.32956812499011,4
"N.ya[22,2]",96826.9120770677,15324.680670629,80545.0905299129,83218.260731345,95738.8638381283,106128.223152941,125179.980619711,1.29775392662077,8
"N.ya[23,2]",85523.1783466708,7095.30083678223,74750.9621954427,81061.3312662828,85715.1439011809,90776.7371011535,97839.6080245824,1.17165518216757,13
"N.ya[24,2]",83959.7632143998,9686.58839420142,64430.3479199711,79564.0267855481,86003.3065539754,90479.387160621,95266.8945644364,1.18616138622752,11
"N.ya[25,2]",42270.4883118166,4467.18823102597,36666.4689006378,38676.6530858493,42428.9550943191,44023.1873098379,51342.166421125,1.27275733753274,9
"N.ya[26,2]",54808.1826890444,8212.83281083372,45260.2997856968,51087.3110405609,52330.5819358689,55121.4610524685,73280.0122838069,1.70204552408285,6
"N.ya[27,2]",58311.4279532124,10958.8797240388,42586.9170270211,51084.213504126,58480.137657326,62732.8118734184,79000.5974394035,1.77604896467768,5
"N.ya[28,2]",41634.5824643326,5282.44441666978,33431.3675026995,37191.9843501647,41555.3922844286,44470.981666873,49808.7742390402,1.47267300866958,6
"N.ya[29,2]",45248.4596496838,5338.5766539599,39109.9891078609,41393.0106942688,45469.112370071,47860.1450521854,55934.0817888689,1.68257984283621,5
"N.ya[30,2]",36708.9534320407,4456.00721176589,30622.3957738445,33738.97580069,36311.8943058579,38245.1016296268,45438.6091251731,1.62743618387616,6
"N.ya[31,2]",38950.4868793552,3501.33160752615,32521.060074439,37232.7059128954,38677.9649829116,40419.6335161704,44542.9257894519,1.59435995523991,6
"N.ya[32,2]",63074.8570345821,6354.88455195755,54601.9118027917,57988.4160423224,63186.7636189571,68136.6904516522,73207.2271886784,1.32614695820987,8
"N.ya[33,2]",44298.5473998842,4615.43213224915,35863.4171463754,41309.240066832,45133.8334095829,46351.0564660128,51557.647848016,1.06346931272449,15
"N.ya[34,2]",54444.7375056532,5912.28060808227,46538.4499190172,49875.9736141939,53714.1732170023,56425.2025279598,64846.6032765064,1.39116137138378,7
"N.ya[35,2]",28562.7869531072,4058.57003148994,23735.6171989393,25340.3852324252,27643.7455644316,31770.5414586364,35613.1493379049,2.43155700291047,4
"N.ya[36,2]",55470.9556279948,5656.55121051856,44752.7397322161,54075.8912972495,55552.699539061,58065.0655518848,64689.3176928585,1.08253216442165,15
"N.ya[37,2]",60128.4741536465,6078.48011930872,52118.9570236619,55199.6709277508,60676.3759198465,63957.4934990052,71457.1642841032,1.27053121393299,9
"N.ya[38,2]",64784.5302127902,9479.03176059504,51272.3763165551,58411.4973730812,64207.4942069858,71890.3665980023,80719.3091408644,1.45407871766769,7
"N.ya[39,2]",45768.9488374957,6741.20934471187,36718.8849124302,42462.1197436495,45269.7152162609,47136.6304226347,60406.9723588045,1.3767156968142,8
"N.ya[1,3]",27373.9191704482,16263.3374542894,1316.91663131328,16036.5539677879,30770.9271367366,42917.5488708498,47125.199444518,2.4081485609044,4
"N.ya[2,3]",50059.6155944359,26255.1103625364,14826.8390496793,19074.5904934029,55173.7309987112,70779.8721091194,86645.1224334739,11.6605457378792,3
"N.ya[3,3]",5706.20729380582,2735.8850605819,1715.71915573257,2830.12767809764,6409.71527732863,7841.00115866669,9250.10051653374,4.80751754538301,3
"N.ya[4,3]",2164.15403956019,1152.85294806984,986.750905291165,1395.74845619041,1658.96935567419,2873.56445988581,4446.70133563071,1.08169891292843,15
"N.ya[5,3]",19164.3260292251,2574.49418093411,15364.6216796038,17596.8570260321,19375.2396225765,20412.2959363601,24003.7052556094,1.00216804570507,15
"N.ya[6,3]",68877.0661855775,7342.85754075647,61628.7573755275,62802.4252915965,66386.0314859326,73109.7812706105,83414.7266981794,1.14047753789533,12
"N.ya[7,3]",64878.1602710515,7341.32975710108,50195.4032470528,62359.9131593054,66458.5650259637,70182.7924541775,73294.5683485843,1.6439080745007,6
"N.ya[8,3]",53388.8387080805,5675.72932019904,41717.3559393653,50475.6492059899,55626.6320347508,57236.9896100472,59861.9090079001,1.02281228855326,15
"N.ya[9,3]",36931.3089372822,4347.65839368846,31461.6401873196,33286.7684553857,36867.1338297816,39155.1641407976,44542.793869742,1.93074648611291,5
"N.ya[10,3]",42614.6074022088,5980.1511530861,34411.0516146063,39608.461404756,43258.3808068762,44785.4196443682,54395.2961237092,1.04678759826184,15
"N.ya[11,3]",82785.7918507592,9377.56208641673,68278.0116506522,76322.8030746098,82506.3536233361,89424.8111289494,96428.0616734988,1.19273044348611,13
"N.ya[12,3]",82546.6782756355,9374.77162526558,63692.9878285384,79412.805567722,83664.0260109828,87714.6177001744,96708.29232803,1.74982239388306,5
"N.ya[13,3]",92681.8666843297,9589.14607040844,79738.2035212249,83637.6244210984,93497.9884337697,99614.2431051392,107494.483655747,3.17037896497006,4
"N.ya[14,3]",105794.048626315,11471.1312413886,88968.5805151208,95148.6480775251,106585.953989498,113002.19961423,124671.730906455,1.28371168257001,8
"N.ya[15,3]",88726.7498383824,12210.8827675679,72892.3194314588,81500.4426942658,86117.6829922915,93991.6589582795,113963.276149302,1.35847883806099,8
"N.ya[16,3]",74952.8348904799,7291.06116738493,62783.3698455279,72317.3887893117,73528.2592100637,79454.773913509,86657.7808485758,1.03295025182288,15
"N.ya[17,3]",116620.416946298,5755.46628413942,107551.802213102,112815.786209133,116153.981058152,120638.810187039,124867.609415592,0.98784376815015,15
"N.ya[18,3]",81263.7475125601,7231.8049309105,68651.3743227119,75632.3640579379,82718.7432823056,86764.2905982975,90591.9753151056,0.994737915863909,15
"N.ya[19,3]",53928.0187470023,4605.37760232157,45380.6073534996,51295.5222868386,53781.1217022132,56916.3420555236,61218.0189853558,1.10026774207487,15
"N.ya[20,3]",57925.7680642919,5541.8272210744,48152.3833633197,56249.0967449971,57797.438877094,61249.0316324075,66847.8978503956,1.79186944566111,5
"N.ya[21,3]",62332.3599332313,7709.94694477431,51558.8857261709,57242.8418689315,60163.1385645366,67984.6308779912,75736.3516819243,1.48094948573755,6
"N.ya[22,3]",137571.801005662,13605.0451779318,123847.939252828,127702.638995925,134120.905210592,141224.99756163,167059.703555785,0.952298499392981,15
"N.ya[23,3]",107675.89311818,8232.05532879138,95297.2238444998,103272.509569482,106320.194689376,111821.533862714,123223.92137688,0.99671006274061,15
"N.ya[24,3]",111463.561750555,9818.74283470711,96871.8497854382,103797.17104062,113337.712629522,118670.924028959,125938.04972067,0.958932176275365,15
"N.ya[25,3]",99771.6991088548,9288.97642737155,90421.5546540266,91279.2981945988,97725.4405740089,107271.340948669,116039.483378609,0.972488616340773,15
"N.ya[26,3]",52892.0272440686,5521.94346954653,44518.4286267354,48333.6031271209,53720.786839022,57354.2532656766,61398.7473980235,1.07491535194706,14
"N.ya[27,3]",69901.5429144253,9099.82395566463,55590.3326940827,63754.5750348255,69740.5500638165,75212.4710762591,84703.2255155056,2.54478772309637,4
"N.ya[28,3]",61463.7971404432,10453.9075228627,43227.7044621866,56689.0789896653,60494.450471428,69046.1198605303,75734.4848404761,2.29705909988798,4
"N.ya[29,3]",51460.9358039198,6459.54215260132,38848.0954889281,48327.6334122264,51061.4388126337,54835.3054788737,62110.876489773,1.02905961138006,15
"N.ya[30,3]",54668.0965260601,5876.07710565568,46993.8855438893,51426.2466745178,53813.7444208916,57056.7038921545,66577.2125058284,1.1083630638511,15
"N.ya[31,3]",45600.5194127138,5932.5282515495,36059.2361715903,42750.6403382155,44528.8890200646,49207.3680156864,56123.0623261621,0.96388151649885,15
"N.ya[32,3]",52539.1903538394,6652.10240682897,41649.3307613253,47531.2364227556,51971.6400226853,57090.1295680856,63409.01074111,1.51420741749913,6
"N.ya[33,3]",84667.6898523472,4344.75778904959,77240.6663066922,81713.1817973914,85933.8198390367,87554.1396277163,91471.9169776818,1.66135753186003,6
"N.ya[34,3]",61874.3058417402,7869.50449724341,44954.7171536847,58035.144933465,63453.3085066567,67656.5992621992,71175.1903100929,1.00508924276581,15
"N.ya[35,3]",63118.8655129063,7663.36702308592,53107.8174732868,56700.8529250509,63785.563123876,67913.5400763614,75484.725494794,1.76468989435207,5
"N.ya[36,3]",36657.0582826558,6620.67936264974,26722.8162821645,31490.9181664001,37173.6645428715,42159.532559631,45454.4593533981,1.96561804835305,5
"N.ya[37,3]",80399.6026471704,12328.2464536136,59108.3066684269,73207.5049165226,78451.2825633357,88279.4312410737,99399.1215520448,1.93949079481515,5
"N.ya[38,3]",74829.9035337764,7754.8688114934,63973.254789047,69502.7565061197,72927.2016442876,79953.2644944869,88945.5124617921,2.08032272997248,4
"N.ya[39,3]",74360.1214584477,6112.3502082552,63349.5365089254,71235.2695663046,73395.6995101923,78301.3329894421,84431.4276062853,1.05236994881485,15
"R[1]",46381.6300484474,26588.4638816273,2444.10532763929,31363.5975985941,48757.9023995702,69225.8449474944,81786.2361033198,2.24989078807316,4
"R[2]",84524.1834691091,42712.1107167665,26621.9702398433,35250.731323794,90025.9415776034,117549.198909915,142652.395129208,10.5989822419428,3
"R[3]",9907.67554050396,4641.9215319489,3038.63799345544,5005.90680235094,11105.6711923308,14039.4306354237,15601.5769213456,4.60454127793142,3
"R[4]",3936.53852013573,2032.45687517649,1750.15374824204,2492.29322044273,3078.58107132469,5708.05140263151,7736.56827204918,1.0755760901192,15
"R[5]",34276.3191430924,4269.68922533373,28354.7046462767,31467.083174762,33527.4142792935,36819.595030284,42294.8752275614,1.00765154631162,15
"R[6]",140325.219327335,9876.63480120088,124002.979849614,135038.572172572,142414.852842671,147170.266537435,153430.678288367,1.23877598714078,12
"R[7]",139633.833814401,10584.5670642292,120181.075222744,134265.027612043,140574.324027051,143840.997776686,156878.853340702,2.27125270140978,4
"R[8]",108080.587688013,7968.31115633091,91089.1483272391,105345.60602528,109119.756310576,112586.268908035,117284.525629835,1.03818961863874,15
"R[9]",73407.6905110896,7127.2635908865,63673.7771198502,69355.633304343,71226.5170870512,75279.7138865668,87740.289174115,1.59788671410796,6
"R[10]",80976.6767248912,9315.82176929517,66076.890192448,74831.436017553,81980.234649477,85180.5815730516,98573.8034181691,0.990433892719548,15
"R[11]",166160.118612248,10552.0658656192,150039.646361528,156509.85196425,166786.181174644,175212.069707145,181619.404670994,1.0073502417917,15
"R[12]",170974.024407384,11778.9487013688,153023.303174047,164290.505442993,171556.876600066,175015.834193487,193933.630343272,1.41452441802119,8
"R[13]",185119.123749312,14728.1082647385,159926.184157963,174374.546363868,185147.08316774,199150.854215431,203834.537055991,2.40811430918911,4
"R[14]",221173.698065698,16622.0564898414,199638.276394143,206923.913313665,218401.719461937,232341.423607589,252066.262112957,1.67714615275858,5
"R[15]",182838.479072394,13740.6975614894,156578.880393242,177572.892458384,185831.746232763,188235.377690628,206099.107588081,1.07425275272683,15
"R[16]",158279.956391112,11350.9961336303,142218.541347233,149970.82814456,157694.391760151,164536.20189375,179715.022168912,0.983608893554075,15
"R[17]",215244.938644799,9039.24402399455,201365.359024422,207527.166389022,217373.764350976,221800.122033747,228028.937504437,0.911467102744869,15
"R[18]",176003.823964801,8896.4856394603,162211.465398646,169249.436818793,177136.619336491,182326.490661669,190153.870573092,1.03766284514991,15
"R[19]",109019.347827842,10619.6255660825,94894.4057415561,102158.027110584,108553.958318366,115938.379604103,126367.264512531,0.989743542097108,15
"R[20]",113006.390386778,8236.67400891729,101607.297806875,107254.568496936,112183.260034709,117710.475289867,127058.430621556,1.08439945898107,15
"R[21]",119773.476331186,14475.782597839,98621.0291301122,109766.859437599,120717.587526884,131379.977332254,142657.321551224,1.31867241721297,8
"R[22]",258650.488659852,17921.9100411426,242106.523917821,248343.420586414,250149.161306409,264061.859800978,300032.111111665,1.05570998017435,15
"R[23]",232555.494092048,21299.3724966715,208908.359265589,214576.642611274,224313.734262048,252398.510726486,267168.955753542,0.969883000689607,15
"R[24]",227854.187704099,13565.6031130983,207040.445400034,221204.090483538,223736.288935943,239372.402791874,247856.14513958,1.17466157662734,11
"R[25]",207495.766433881,18726.6278257253,173824.155110214,196018.141449187,209455.733418704,221219.194866269,233313.740350354,1.04807276294766,15
"R[26]",107011.678028033,9709.94422754031,93196.3911204016,101271.1888362,107691.118804929,110137.319044644,127097.949545219,1.50167258210852,6
"R[27]",139630.685703611,8323.12401753179,126757.558533015,133216.837640482,138290.835730387,144922.032762455,152710.916348901,1.18411525639815,11
"R[28]",133380.71594993,11322.3873494505,114765.683646256,124597.148072355,134009.774204061,141032.202147583,147725.985484211,1.28151629329284,9
"R[29]",107721.201411579,12024.9214487497,86370.8767313988,101566.549856648,109896.093696103,114123.671702945,125606.92153245,1.23206535037007,9
"R[30]",107941.050383244,9175.09666352478,93515.3724996736,103733.347078416,108585.969826026,111100.578383946,124959.290476333,1.69005087360937,5
"R[31]",93427.995063278,8554.95926415523,82093.2883132652,88177.3212340608,92721.736410988,97043.5052827325,110647.367614037,1.14260028148098,13
"R[32]",103491.528322117,8767.78086360653,86805.9772327784,99377.1003170356,106424.677038328,107536.28115368,117733.688422852,2.05204422914096,5
"R[33]",166770.857740645,13323.1516881033,148879.817911419,154734.101387082,166413.151361029,178694.7955496,185961.304952485,1.69817285369353,5
