"","variable","Mean","SD","time_series_se","2.5%","50%","97.5%","mc_error","converge"
"1","MSY",219728.644780415,185639.510268722,14457.9908232893,73173.8861897186,157761.93024531,740682.412205408,0.0778820780250964,"false"
"2","S.eq",215514.332170108,218830.699551884,17682.5383345763,107442.872825785,159645.603450087,769007.380094991,0.0808046511334388,"false"
"3","S.max",124549.219980074,239606.21185153,19363.2384003829,40523.6658215601,74502.411654194,510314.799538299,0.0808127562752052,"false"
"4","S.msy",74285.5063776464,88674.1987199779,7183.4028304928,33000.4388531067,54633.453916543,257967.621832176,0.0810089398515694,"false"
"5","U.msy",0.710743911496021,0.143908442070048,0.0128312839868066,0.434442242094424,0.722351421133454,0.886892616321447,0.0891628302150677,"false"
"6","alpha",5.88756981076292,3.75950001415458,0.345254169715297,1.99443397727573,5.0170399426288,18.815576572758,0.0918351292500093,"false"
"7","beta",0.0000131499123726737,0.00000543179393334239,0.000000434403040444216,0.00000196004497644841,0.000013422391257036,0.0000246911430181794,0.079974138521288,"false"
"8","lnalpha",1.6239354678624,0.527686707563137,0.0425741617170014,0.689442817324047,1.61279109641695,2.93468020946603,0.0806807545211994,"false"
"9","lnalpha.c",2.1940707330976,0.842158645359912,0.0699165706939282,1.12396051890344,2.03094732436284,3.71823703759812,0.0830206649057768,"false"
"10","resid.red.0",-0.167667716790777,0.833202986255606,0.0670532753929529,-1.94919247840798,-0.157941142026243,1.44655073036849,0.0804765183263309,"false"
"11","sigma.red",1.01651142439587,0.328166128552703,0.0268739875841129,0.709461758295467,0.935304927676031,1.83930285218471,0.0818914118365417,"false"
"12","sigma.white",0.771402039473965,0.100727591734842,0.00709554748747121,0.588336245012637,0.76937765568266,0.991636447021869,0.0704429378809106,"false"
