"oy_0.9","oy_0.8","or_0.9","or_0.8","of_0.9","of_0.8","oy_0.7","or_0.7","of_0.7","escapement"
0,0,0,0,1,1,0,0,1,0
0,0,0.0466666666666667,0.0533333333333333,1,1,0,0.0666666666666667,1,5000
0,0,0.113333333333333,0.153333333333333,1,1,0,0.266666666666667,1,10000
0,0.00666666666666667,0.346666666666667,0.46,1,0.993333333333333,0.1,0.626666666666667,0.9,15000
0.0133333333333333,0.153333333333333,0.613333333333333,0.7,0.986666666666667,0.846666666666667,0.466666666666667,0.793333333333333,0.533333333333333,20000
0.146666666666667,0.466666666666667,0.74,0.826666666666667,0.853333333333333,0.533333333333333,0.726666666666667,0.893333333333333,0.273333333333333,25000
0.386666666666667,0.7,0.833333333333333,0.893333333333333,0.613333333333333,0.3,0.86,0.92,0.14,30000
0.6,0.806666666666667,0.893333333333333,0.906666666666667,0.4,0.193333333333333,0.92,0.946666666666667,0.08,35000
0.72,0.866666666666667,0.893333333333333,0.946666666666667,0.28,0.133333333333333,0.946666666666667,0.986666666666667,0.0533333333333333,40000
0.82,0.94,0.946666666666667,0.973333333333333,0.173333333333333,0.06,0.973333333333333,0.993333333333333,0.0266666666666667,45000
0.82,0.953333333333333,0.953333333333333,0.993333333333333,0.133333333333333,0.0466666666666667,0.993333333333333,0.993333333333333,0.00666666666666667,50000
0.826666666666667,0.96,0.98,0.993333333333333,0.0866666666666667,0.0266666666666667,1,0.993333333333333,0,55000
0.766666666666667,0.913333333333333,0.993333333333333,0.993333333333333,0.0533333333333333,0.02,0.993333333333333,1,0,60000
0.66,0.893333333333333,0.993333333333333,0.993333333333333,0.04,0.00666666666666667,0.94,1,0,65000
0.566666666666667,0.806666666666667,0.993333333333333,1,0.0266666666666667,0,0.906666666666667,1,0,70000
0.473333333333333,0.7,0.993333333333333,1,0.02,0,0.853333333333333,1,0,75000
0.393333333333333,0.62,0.986666666666667,1,0.00666666666666667,0,0.753333333333333,1,0,80000
0.3,0.506666666666667,0.993333333333333,1,0,0,0.673333333333333,1,0,85000
0.273333333333333,0.426666666666667,0.98,0.993333333333333,0,0,0.58,1,0,90000
0.24,0.346666666666667,0.973333333333333,0.98,0,0,0.493333333333333,0.993333333333333,0,95000
0.193333333333333,0.286666666666667,0.966666666666667,0.98,0,0,0.406666666666667,0.993333333333333,0,100000
0.173333333333333,0.253333333333333,0.946666666666667,0.966666666666667,0,0,0.346666666666667,0.98,0,105000
0.146666666666667,0.22,0.933333333333333,0.96,0,0,0.3,0.973333333333333,0,110000
0.133333333333333,0.2,0.893333333333333,0.946666666666667,0,0,0.26,0.966666666666667,0,115000
