"","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"N[15]",166893.485090435,10082.7423409287,151091.736852218,160266.798428007,165059.060584021,173575.268949424,184192.537698899,0.917503555247615,15
"N[16]",181014.24691603,6454.84469517219,169767.945142084,176296.453987157,182281.350830707,185961.165420589,188273.266925326,1.44939007761113,7
"N[17]",202754.599202588,9427.11982491179,186675.50796988,198991.259901988,201272.430330781,209224.33038939,217433.587720273,1.34186166974749,8
"N[18]",142054.573054783,7231.31307994544,128650.755224852,137562.500384513,141960.995964528,147190.453193311,152403.263028048,2.14769200204087,4
"N[19]",114184.481039191,5122.71142814613,105756.809861493,110806.214999994,115062.391132568,117371.654032132,122375.438860685,1.51712447431238,6
"N[20]",132306.825393546,5705.15144201149,121020.817286967,130171.28423329,132079.143139163,135526.173832436,141402.686736569,1.3464868742957,8
"N[21]",184433.773752794,7553.76229438386,170719.578839365,179884.641107978,186141.117978937,187553.158100821,195720.545078393,1.44701851057751,7
"N[22]",261683.076689009,17903.8274097776,232000.4144357,251693.824512367,264693.213099274,270064.410256642,294744.768411718,1.79637408064911,5
"N[23]",219482.417101612,12885.550636992,200170.19503241,209944.373622517,218478.810303765,229251.256687226,238706.483288467,1.43340254025073,7
"N[24]",211024.814207802,9816.27236896984,197056.820899016,205524.973100991,207542.685829016,217500.783156405,229601.303348152,1.22953906931582,10
"N[25]",157664.115900989,8072.38933418781,140505.211709524,154915.81581814,160679.482897939,161148.842621447,168143.44381275,1.13697979010048,13
"N[26]",119939.661064197,9657.80899492221,108693.518248369,112874.289190174,115938.043700291,127595.314088471,137192.46171678,2.13973101175992,4
"N[27]",141844.642861771,17858.0575088284,114395.021246664,130762.249472873,139901.787977061,154426.782273337,172995.969676003,3.68477666932223,3
"N[28]",115001.722170042,10202.6996002453,98048.3019738351,108279.473604305,117218.348501204,119788.417630544,129906.228081597,2.5031052704219,4
"N[29]",112426.059087262,7552.53729072212,102055.942510455,107566.327992457,111330.990222348,116203.963064913,126690.243177772,1.85941585499556,5
"N[30]",99694.4515623145,5815.19527994052,89435.4463443554,95646.1861416799,101368.665396629,104278.277109147,107384.180284777,1.0187942949778,15
"N[31]",103671.613858033,8457.99948779722,91978.970924493,97817.3711402495,102036.073034432,111882.286507126,117045.913575965,3.10547898153848,4
"N[32]",129050.075864479,6480.51834300026,120679.343173459,124357.502685655,127054.247822218,135145.927528711,138971.06565919,3.01480603533911,4
"N[33]",134402.774329283,7040.31751872453,120168.092765157,130987.039506288,135806.525805096,138229.451463102,145108.098490132,1.33632451155588,8
"N[34]",128831.509357538,6225.43525317335,118376.813790745,124922.34623393,129246.349280441,132044.61427188,138885.042156793,1.2062939933084,10
"N[35]",105244.278252075,6858.34085750717,94602.50509569,100452.63358998,103090.755046881,109373.54004766,116343.221340563,1.62116144458844,6
"N[36]",111508.0952361,13547.1263074966,93498.1332579737,102795.724867118,105540.289465022,121599.277396207,135067.813165051,3.67766006242687,3
"N[37]",166318.081782972,11889.7070933606,142238.518445614,159126.288722846,170113.981294657,175020.682107188,180398.955674152,2.09457274733896,4
"N[38]",151700.36420141,8345.52024125007,138368.82089984,145658.557446524,151620.114729803,158908.987930577,164233.00765507,1.53153967517686,6
"N[39]",193628.346044115,13217.9714907927,175945.816083239,182781.679004767,194008.322306698,202228.320191357,215814.812742897,1.33529549154799,8
"N.ya[1,1]",696.276169330254,337.479467876996,188.103724584829,467.933902864238,710.341755731233,885.969207222566,1270.99678480931,2.58992796566077,4
"N.ya[2,1]",276.452873550849,175.355352482001,57.9068640726692,151.579222945608,217.478777376988,433.390895875641,547.697263260421,1.46600081264837,7
"N.ya[3,1]",2392.81940232837,764.79680738757,1272.92735535035,1708.14839923422,2605.32399618675,2968.17793572739,3474.49090747689,2.4735578666874,4
"N.ya[4,1]",12907.2538064332,2593.8505562131,9717.99210254215,10443.9459769725,12680.104911066,14838.9321126484,17369.8782411975,1.90619054078197,5
"N.ya[5,1]",12946.942492747,3015.27334959436,8983.89227531867,10997.9707180338,12343.1335147872,13430.4075129825,18892.2516891037,1.82703507862459,5
"N.ya[6,1]",13868.3289702772,4421.95528183931,7174.36927433645,10907.3846272612,12553.5351942986,18546.1463866457,20005.7483950015,1.17811561844447,10
"N.ya[7,1]",7778.39752937858,2786.00091527079,4311.89214070117,5618.14847926513,7298.85433813036,9145.6561600752,13146.7867688045,2.71633941356186,4
"N.ya[8,1]",8433.87115700965,1856.62753963937,5547.22701592055,6932.71662573807,8385.94010359971,9910.57774385746,11482.8368152587,1.02214668611646,15
"N.ya[9,1]",25474.7585551895,9460.41759913587,13035.9164168826,19666.1553031019,24856.4497301458,29462.7610882699,44855.3686004494,2.78041078431917,4
"N.ya[10,1]",18184.6919282461,4339.60891246077,12519.4176623312,14257.633736421,18276.9700832974,22193.5564554351,24312.4348032748,1.43796069449688,7
"N.ya[11,1]",19359.3536953813,5268.93626050613,12512.1909306717,15505.2603123315,17992.8218264864,23765.2429005498,27291.7132554688,2.01971583626762,5
"N.ya[12,1]",23706.9172225252,5071.22772599337,16134.7353692795,20040.3241975531,23668.1219196207,26814.0926029607,31675.420353295,2.38417479409467,4
"N.ya[13,1]",21781.6038404995,8054.8296993246,12760.2549108564,18624.6724536553,19459.8494003778,23323.2912030216,39731.3595414543,1.96667173828714,5
"N.ya[14,1]",19771.1557512271,6111.56233773039,10481.0996281892,15962.1291778975,19114.204499723,22562.9712572912,30317.1261624208,1.67757078629717,5
"N.ya[15,1]",18857.1341788391,5126.6291629942,12324.9694575314,15387.6890311753,16428.6568046049,21999.8043886679,28496.7054798617,1.79356359138733,5
"N.ya[16,1]",19381.9119316123,4562.14577568206,13812.2202826085,15834.9688951266,19466.0883998492,20487.0745123026,28140.6522199366,1.13227236604845,14
"N.ya[17,1]",12449.2814599135,4315.48123547639,8207.51924347959,9157.21587781115,10233.0045189068,14587.6293587637,21014.7960711844,1.92867804200798,5
"N.ya[18,1]",11523.451431624,2231.62171194663,8333.88636199322,10112.588316073,11342.0212779814,13148.4297705379,15598.9345636708,1.43706854794912,7
"N.ya[19,1]",13189.8193240659,2861.87454043363,9366.51014075853,10538.1391433767,13272.5457283233,15233.9792048337,17592.7426311532,1.25722028417612,9
"N.ya[20,1]",32410.7266447078,7706.80334560203,22178.2717274548,26290.5486299117,29628.4531765459,37501.6290070348,45286.341268044,1.63614704510707,6
"N.ya[21,1]",28915.3652604427,5623.93452499698,20606.3022872288,24677.7385700195,28396.8720692292,32757.7788730747,38852.0628837618,1.17950959174642,11
"N.ya[22,1]",26084.4844062276,5138.54923158213,20180.1899489257,21221.5444203438,27206.4733654254,29734.6509846501,34786.608682567,1.4584556420572,6
"N.ya[23,1]",26593.7191852133,7125.38958692172,17427.799499164,21381.5769737108,24975.9424753823,31603.6179164258,39800.1729480901,1.74669827028912,5
"N.ya[24,1]",15914.0854216661,6841.48671754604,7129.13077298153,9981.71189920217,15543.7326741222,21441.9735326759,27519.781783787,2.27974793453891,4
"N.ya[25,1]",15563.4334948423,2788.02212602262,10927.7869065812,14477.953158977,16176.3399052182,17508.1086566982,19823.3387316573,0.912988678346797,15
"N.ya[26,1]",13009.6057940015,2803.54044673785,8754.96287146717,11153.3350432287,12818.4734961228,14923.6158288657,17381.2581418556,2.98856384629794,4
"N.ya[27,1]",9928.59335965521,3547.38108027628,6430.39019137136,8151.37608425618,9339.24318436837,9685.10562758842,17938.401320242,1.77298199124776,5
"N.ya[28,1]",8637.37062253783,1569.93141847709,6098.028492291,7660.85720437267,8891.87621087553,9623.44393142796,11126.6266271747,2.42524571992623,4
"N.ya[29,1]",11666.2497774761,3992.12181162713,7109.22104885596,8608.57734085115,11689.5150786408,13127.7044657199,20062.802250819,1.91607427327029,5
"N.ya[30,1]",9725.73342016778,2111.49603350029,6669.73234967915,8392.28818552021,9859.60583897389,10761.8448465901,13731.7822534785,1.29023097030104,9
"N.ya[31,1]",22190.7881360859,5865.33073237446,14858.9046396394,17663.2027316523,21386.0244765384,26057.8606973061,33100.228925053,1.10566149644926,14
"N.ya[32,1]",12654.6859511192,2446.78003152656,9002.62514487605,10454.8556155947,12425.509779749,14812.4008913478,16303.9808094443,2.03019196047117,5
"N.ya[33,1]",15225.2901071328,3713.97801453606,9461.96985560651,12677.153297433,15047.5904520823,18449.8551140908,20649.4046095289,1.18988139563058,11
"N.ya[34,1]",9080.90602469245,3622.08246132718,4721.64440908721,6298.58808969968,7626.76934189136,10960.6776430073,15957.3729284421,2.85175913067548,4
"N.ya[35,1]",16500.3894017379,5179.71092017099,11079.4083767936,13327.9424536134,15161.0289791388,17490.6787874934,27044.6930416729,3.035735170593,4
"N.ya[36,1]",20793.7900597068,9199.43244336461,11117.7610117607,13002.1769306782,18187.0614460099,26550.9904132603,37179.6169884919,3.90992248129322,3
"N.ya[37,1]",18062.8445964477,5035.67831259993,12143.6265538611,14140.4493051154,17421.7020405474,19945.0957241651,28421.2925070991,1.17970626641883,11
"N.ya[38,1]",13217.3038126612,4136.86865245822,7843.12852239502,9808.16708122707,12706.0176928129,16277.5935980395,19734.124182562,2.77088921964798,4
"N.ya[39,1]",65387.7743283745,8415.04301586868,50221.6611121805,61606.9944376433,66371.4187483341,70774.7195656086,79228.8602727059,1.03497055468102,15
"N.ya[1,2]",41115.0348929732,21834.7139847539,23289.1664678259,25915.2860910269,27958.3127671414,66400.3319825587,74918.1064471662,12.113848099019,3
"N.ya[2,2]",4482.48324653765,797.409717016277,3209.57590129743,3962.22083149747,4512.96041473654,4772.37435026638,5875.20459154333,1.28068804706309,9
"N.ya[3,2]",1650.11195508704,715.042061743637,717.533178663751,1051.18678547069,1356.32269517311,2332.72107247881,2745.64042895555,0.941855763741649,15
"N.ya[4,2]",14151.9737647104,2270.80901330331,10189.6366255494,13165.8761731137,13703.0106212376,15343.3434746841,18319.5488244506,1.11172364143446,15
"N.ya[5,2]",59329.3924034751,5064.84742734379,51808.6797612937,55958.4371983944,58252.4701144879,62568.7013091986,68435.6485257633,0.996505980616825,15
"N.ya[6,2]",52563.1275758459,9868.19900015718,38431.9305927312,42964.4627118344,55917.4604750732,60495.270004704,66991.741298643,3.06002540344971,4
"N.ya[7,2]",43960.208193917,8295.06250360992,33197.7641272243,37354.6981930243,43735.6567225324,48647.7421606103,59016.6969597847,1.96149466392863,5
"N.ya[8,2]",30585.028478304,6268.58973020451,23559.8635449137,24660.0431748606,29385.3800990876,34244.9345846361,41894.9661102849,1.7686101569873,5
"N.ya[9,2]",29773.5424458809,3841.6719356151,24121.7075075267,26778.8234133741,29240.9221019926,31857.7138045158,36835.9968176615,2.34804989559974,4
"N.ya[10,2]",63681.8933976242,9637.45657332475,52479.3631542734,57519.5710666897,62361.4697598434,66376.2621252428,83827.3356709705,1.22933258340053,9
"N.ya[11,2]",76793.3673206131,8695.51654293082,64079.7121871148,71348.6196112313,74967.9007256814,82186.5262176674,93291.4012066824,1.13778658921732,15
"N.ya[12,2]",70048.0300242457,7746.60532482777,55377.6330543513,67216.9222579157,69328.9634089707,74563.8680734291,82180.5547419436,0.947364398272479,15
"N.ya[13,2]",91864.4604419174,9624.75074417553,77074.5131383709,83852.084054105,93783.0226276092,98004.2356825579,105309.331987027,1.7070726855418,5
"N.ya[14,2]",74428.1433511752,8921.49503641064,60222.8454806972,67585.2648014634,75342.172474064,80000.0118550477,88947.9445425588,1.23475145696813,10
"N.ya[15,2]",62423.1765773622,6801.20901522161,53590.0321719085,55686.8544019182,62340.996308507,67538.4816096855,72032.488990848,1.66074134063622,5
"N.ya[16,2]",80655.3004175905,9709.06568745433,64017.170292655,76058.4972635063,80431.3195257148,86407.9663197928,96463.1829058856,1.6083077821162,6
"N.ya[17,2]",74195.0803629452,14551.5755597699,59516.1682100595,64518.6290100777,73552.9232596089,76622.3119162105,107278.021704023,1.29607387097992,11
"N.ya[18,2]",46854.3825672456,4107.10160706169,40489.1289537141,44520.1065999774,46671.3127683142,49548.9345488226,53328.4161610709,1.4005592213469,7
"N.ya[19,2]",42290.8821628292,4193.07091955706,35446.4354395587,39770.1984140534,41894.2896341146,44912.0781542214,49298.1117845634,2.59916519843787,4
"N.ya[20,2]",45103.7558493784,5030.72014903383,37413.4937337875,40943.5725339754,45498.4965645346,48574.4558003169,52724.7905944535,1.52506515276824,6
"N.ya[21,2]",97653.7170491818,6880.08917956237,86568.3213980834,92609.1687584719,97039.31944266,102868.820686666,108024.882133548,1.63224240105736,6
"N.ya[22,2]",100052.407523394,18574.5903938249,74544.0396041953,88835.0044319811,98154.5798086025,109519.523718515,135178.209535234,1.88579148913998,5
"N.ya[23,2]",82630.7663654647,5663.6354087076,75743.8176225298,78017.5588908922,81667.5685867561,86398.5971776282,93091.3140443732,1.06250828571128,15
"N.ya[24,2]",86521.3749981536,10448.0060767131,68049.5935435755,81485.0458192902,85509.984079033,92944.3845618822,102983.552070349,2.33661884776151,4
"N.ya[25,2]",43915.1830230451,7164.15237285389,34929.1693538162,37961.2760546236,43403.3788056725,49502.0005516738,55673.2463542321,1.26613814426055,8
"N.ya[26,2]",57203.5776106003,5403.59458712329,46995.5433727161,54681.889150013,58323.4719716828,59304.5779859346,66533.5432112158,1.37737140277747,8
"N.ya[27,2]",63414.2495985162,12965.4856489173,47594.9062910941,51590.9384903641,64136.2864334486,71535.4093511764,85076.2026642181,3.00769564026431,4
"N.ya[28,2]",44014.5345307911,6296.58388201075,35023.4097416771,38362.0653927943,43864.1337609168,47547.523066625,55187.2555578585,1.23069752257659,11
"N.ya[29,2]",49688.2195863295,7731.00237290451,38885.3145585534,44255.5166589422,48789.1107558675,55065.6828821816,63652.0229802649,2.45858678360277,4
"N.ya[30,2]",35739.3931436831,4085.84145712874,29160.0121846349,33267.1413154222,36418.8170083721,38011.549419565,42460.7689726556,0.927806149917021,15
"N.ya[31,2]",37782.625100407,3838.52657409326,30564.800853344,36472.7461044785,37414.0865974037,40898.591095882,42831.4163107083,1.43008074606607,7
"N.ya[32,2]",65961.5355087492,10253.5386997398,52968.9600916769,58343.2068166446,64568.634895574,74333.7400351532,82091.7001454836,2.50358283652846,4
"N.ya[33,2]",48287.3209322304,4851.5759804231,39801.7027283662,46306.7840245448,47355.3845510778,51766.511125162,55411.813645352,1.14350752042484,12
"N.ya[34,2]",56233.4580713582,7612.0205267266,42417.4081297458,52915.5565137472,56886.4309921038,59088.724974868,69124.7368370027,0.970686366679898,15
"N.ya[35,2]",27287.6201572758,3837.51533902156,20803.2049677174,24973.9303319046,26557.8000312115,30001.6681238595,33004.3404003532,1.79872123842467,5
"N.ya[36,2]",55009.6738659985,8163.33052514166,42622.4553950124,47470.6544364801,58848.46560386,62130.2790512158,63486.8907723393,4.01225449338914,3
"N.ya[37,2]",63919.7377671927,4765.59878508938,56073.1713380863,60176.5810492822,64634.7600578874,65904.7214723645,71888.3198476892,1.2660651827846,9
"N.ya[38,2]",65817.5966057082,9929.2640092819,55067.8981927807,60424.8904962223,61989.3773595521,68144.1175926398,88060.3672633481,2.15454684979117,4
"N.ya[39,2]",49787.0854798439,6366.41432446538,43219.7536311775,44367.2826918941,48489.7832833546,52512.3075131902,62112.2159991226,0.958688062749246,15
"N.ya[1,3]",52712.778377825,39444.1995116081,14562.9208464124,25000.8087710514,32567.8523554095,83761.0229996008,121436.180860334,3.86439491473048,3
"N.ya[2,3]",64804.1943548668,31066.4415963044,37308.5023586597,42897.7007524633,47259.2313331706,95126.8715363777,118251.327345775,7.93309097788784,3
"N.ya[3,3]",7981.75117269666,1848.4880627725,5197.46510298401,6798.9341511398,8071.86977620464,9254.20660148459,10790.7149426454,1.45352327381238,7
"N.ya[4,3]",2420.38137489913,959.045168263669,1013.88220978258,1701.23663569589,2479.97206217088,3210.71778812563,3873.12743023065,1.15447947841952,11
"N.ya[5,3]",20403.4075291443,4061.75360849996,15400.6745679587,17267.5651352811,19472.8955821048,23008.2877344292,27886.5984128321,1.56702943210108,6
"N.ya[6,3]",72616.0328195417,8499.2946046983,57532.3929222004,68300.65594889,72209.4915969923,80576.3540913292,83732.881868478,1.10211141473286,15
"N.ya[7,3]",68451.2910947708,10429.9304857023,52547.8179940553,60352.092304943,66615.5249431677,79463.2237537548,81258.3119566808,3.1464033919265,4
"N.ya[8,3]",50649.7954902023,8308.7149489402,33451.1699397848,47066.1281955817,51871.4745558954,57132.8169575628,59610.261319177,1.32061749871486,9
"N.ya[9,3]",38725.9388658403,3566.1789574554,34182.2100371005,35598.2170748633,37997.7780466582,41148.0802407582,44434.538637076,1.2211608777373,9
"N.ya[10,3]",43651.2520174228,5649.99942225291,35859.0888108264,39168.7748380079,44654.3123711536,48270.0311656504,52070.6270271675,2.26870480873717,4
"N.ya[11,3]",70268.5309187484,8275.29324264321,58613.1575367789,64846.5036943168,69096.9033615891,75039.3268651911,86319.8190152867,1.18225644798319,10
"N.ya[12,3]",92007.0962670401,8574.13344553777,79388.8796082768,84718.0354302022,92303.6122974523,97371.2705420531,106462.163664594,1.11302698136632,15
"N.ya[13,3]",88227.6226972442,9075.53999281611,74483.4929260136,81395.3835846033,90727.0085158618,94419.4999687357,101263.372731145,0.931296345274427,15
"N.ya[14,3]",108012.916556513,15368.3568028315,85729.0751235318,98254.5353482666,109789.901094793,120414.527283953,131747.423685248,1.04312825674784,15
"N.ya[15,3]",85613.1743342335,8388.88247287802,72729.2785038583,80096.3394111084,85138.751327914,92807.2072668373,98061.3438757606,0.921530520639589,15
"N.ya[16,3]",80977.0345668273,6972.39402077762,70734.8121374878,75750.3342846153,80898.5407447012,84281.9911326105,92028.2032689804,1.05303864818279,15
"N.ya[17,3]",116110.237379729,18246.3653235477,83127.7248988557,103654.509316515,122283.610676671,125410.631427202,142101.821314012,1.11796063148228,15
"N.ya[18,3]",83676.7390559135,7550.74923746251,72559.5549355428,77516.3672164245,84745.8511875282,88175.4812843807,97171.1685298553,1.52425406477705,6
"N.ya[19,3]",58703.7795522963,6796.50111296856,47542.3948281282,55050.8962748767,60310.2549867219,63319.0952725206,67710.4646950659,1.76538932837373,5
"N.ya[20,3]",54792.34289946,6843.06117095215,41411.9787136782,51472.157824157,55864.7185700139,58433.9487550945,65081.9010208315,1.09335229230552,15
"N.ya[21,3]",57864.6914431697,6025.77445415792,50104.4937739517,52904.4432507006,56717.4637891565,62706.6274033634,67153.9588300501,0.963066070266686,15
"N.ya[22,3]",135546.184759387,15800.8687756021,106269.71402784,126876.26493343,138142.64876022,144599.279507257,157797.725577324,1.52053735128845,6
"N.ya[23,3]",110257.931550934,13773.6702880532,81981.9041780196,102792.727909782,112587.559749169,119053.433026952,128392.887088507,1.44970822180718,7
"N.ya[24,3]",108589.353787983,9811.34088414996,92455.1638516867,102259.826994332,108969.642104573,113051.335154555,124810.595443681,1.01678642261672,15
"N.ya[25,3]",98185.4993831018,9435.86333148551,83195.3622674157,90998.1455386801,98250.806201242,106959.957030954,111321.620922823,0.918423819046973,15
"N.ya[26,3]",49726.4776595954,5568.49182932539,42514.5142304465,45062.6412890001,50169.2579833453,53775.9660272235,59591.3348868445,1.22892962850596,9
"N.ya[27,3]",68501.7999035996,10008.4313052225,48050.8294582391,66710.9464337636,69313.1647321249,74270.6766106476,81268.8986822618,1.11411540957439,13
"N.ya[28,3]",62349.8170167133,10998.7673305654,43915.9759666257,56408.4244956058,61085.2745942721,72239.9388430962,76549.1784260115,1.58260091367199,6
"N.ya[29,3]",51071.5897234563,4395.80533075641,43688.1550239338,47631.384201433,51100.708008596,54959.9236976213,56825.4679482759,0.986991312234974,15
"N.ya[30,3]",54229.3249984636,5382.10165735986,46115.8838406041,49990.9369504316,54296.2624846136,57497.8474004621,63514.1690661785,1.05222276089795,15
"N.ya[31,3]",43698.2006215397,7858.31363207824,31597.3213755111,37579.6018170774,43661.6841659982,48765.1435839438,56295.1345933677,1.28498005272242,8
"N.ya[32,3]",50433.8544046104,5962.47542284525,41687.8200442337,45154.6206252661,50933.5438978256,54438.8127898945,59531.1160335959,0.962622205539071,15
"N.ya[33,3]",70890.1632899198,7726.73634197864,60065.818000748,65632.8952465593,70068.600231833,75818.8068485781,84959.7324474593,0.992323712523332,15
"N.ya[34,3]",63517.1452614878,7709.20511184672,48346.4519583156,59604.7608211214,66087.0361232571,68340.0877183903,73074.0822280657,0.992112276069661,15
"N.ya[35,3]",61456.2686930614,4980.42162349988,53946.1391545846,58969.8097495612,60808.0140936649,65375.6545345746,69086.852593132,1.20682231651187,10
"N.ya[36,3]",35704.6313103946,5188.17248313413,29277.2524350502,32698.561893883,34467.3764679155,38775.9059467294,45683.9942589725,0.946777578376877,15
"N.ya[37,3]",84335.4994193321,11049.3575842108,65236.8482255675,76738.8403304127,86554.2356823368,90715.7653130102,100029.374244522,2.62274381289548,4
"N.ya[38,3]",72665.4637830402,10196.2525424695,59178.0457090581,65010.8351645279,71701.0970276197,81883.1475136163,88019.8863966487,0.906694744480013,15
"N.ya[39,3]",78453.4862358967,8837.34277798075,60696.178844725,76003.9188611472,80021.8507241003,84696.1967079204,88270.7526916291,1.60130973644702,6
"R[1]",92612.0173952895,68174.4756242658,27007.0709075336,43438.601867725,57403.5102608014,146493.952971973,214858.113397892,3.9598660133688,3
"R[2]",118644.291929451,58467.2392194848,69968.8108816429,76613.8562050823,82549.7389414688,181134.100966174,214116.221783507,9.59655898385982,3
"R[3]",13160.5105885646,2486.59719994563,9104.84070803901,11814.4383077334,14108.1638035369,14587.7718697671,17057.8068034847,1.27018097123285,9
"R[4]",4346.94620353702,1696.14562307538,1826.04338417028,2991.01704065025,4532.44317868641,5579.8522180431,6737.96647062223,1.02115186042734,15
"R[5]",36948.2006961831,6409.5891063026,27965.3981922849,32263.0410635005,35404.79335303,41863.4658885247,48035.2558182674,1.30919050216717,8
"R[6]",144852.67902945,13146.9525706369,120860.201443828,135948.24816453,147003.726104615,152299.38997146,165478.892577749,1.13492694294914,14
"R[7]",133961.361163364,20872.1417427716,101875.793871251,114748.892580469,143938.40295003,150426.6848465,158829.007663983,3.40609601038223,3
"R[8]",108478.332654396,8980.89120821236,91778.5104003992,102415.076180503,111496.572748345,113936.336976196,120959.604175377,1.12258988075396,14
"R[9]",77089.3648735229,8483.1086046777,66742.4703988838,69660.4014661367,76507.1612966879,81159.6968466314,92758.4312080173,1.51100159270462,6
"R[10]",81858.6656203133,5479.50087757288,73021.4745570299,78118.7664079128,82409.269761726,85413.9793858133,90258.8086030397,1.06966867816665,15
"R[11]",159425.182871562,14958.3245468873,143209.343455376,150267.715700556,155148.517665393,162071.923939979,191011.913313032,1.00061238655092,15
"R[12]",186985.155515899,16725.1193063106,162042.506141742,174135.961396861,186150.598043484,195988.595224401,215041.212914492,1.18102593024158,12
"R[13]",177635.006416871,18713.9451824109,145886.056387128,163643.289752242,180607.003705558,192227.718629596,204260.826311517,0.919832714722361,15
"R[14]",223584.294220956,21928.2693191536,190052.109994616,206983.380208896,223820.144457636,242602.636398303,252925.359629259,1.14406882672826,13
"R[15]",181822.921525908,16274.5344520243,161758.247493803,174376.99780363,177708.198460563,184391.564597625,217686.139289972,1.05690150779714,15
"R[16]",163171.366895417,13494.4032463687,138635.366847629,153946.51577564,164058.192047763,172408.475897964,180793.276474435,1.25103207067308,9
"R[17]",215622.671976159,27531.1016984879,167191.189786365,200794.374365758,225099.083101621,231438.468513679,255476.094568644,1.07365808365256,15
"R[18]",177253.731350471,19625.8225936771,149541.998090432,166881.952677428,173639.083318873,185383.491584239,217482.016169517,1.08969506818847,15
"R[19]",118007.443579455,10301.6853795139,105309.018663167,109034.959945983,116891.065145414,123229.128840166,136808.995279107,1.69240041251466,5
"R[20]",108606.676493913,8347.43394642805,95817.2896136209,104011.481521194,108941.874231994,110360.835946923,125150.34328506,1.23830875563804,10
"R[21]",116158.266616614,9983.79317036514,98493.0234549858,109643.974588376,120447.881959287,123896.681076032,127780.457793581,1.01437296517494,15
"R[22]",265610.628453276,16161.4469687374,238687.653874449,257448.045664033,265033.892219733,275364.292299788,292352.634869118,1.01955115357156,15
"R[23]",239225.704334772,18429.8956775503,199991.395675034,235508.455352821,243077.591438181,249491.303343193,262899.020282559,1.37852287996437,8
"R[24]",217304.604559675,15331.7621699223,199688.429202645,207927.979345038,214160.996945869,221944.725417791,250398.18616999,1.0465851003804,15
"R[25]",211300.593566469,13325.8400781357,185608.937249838,204281.969918834,211267.81079184,218510.582479087,232027.238486017,1.01117137494746,15
"R[26]",109555.746104307,11817.8087304465,89279.6911451994,101824.410263396,112384.86998428,117849.624334275,127295.505222715,0.989589431754886,15
"R[27]",141268.811009042,13501.6962641589,115751.496546099,133126.093217762,140431.008729033,152130.64497143,157374.897773112,1.12296923406622,14
"R[28]",138773.672409231,12200.0100295382,121159.455562247,129944.477782018,135564.814156149,148906.666150697,158161.269306261,1.17512243738104,12
"R[29]",105014.717613903,10214.6578874521,88247.4143226917,99651.722568112,103491.409105443,110734.358486561,120336.071811819,0.99866868427969,15
"R[30]",112554.915207331,8277.49161911502,101442.183473817,105076.339996221,112511.941666362,118650.076344785,125344.589054434,1.37146817577615,7
"R[31]",91103.8435426989,9491.84444705223,75252.8203653613,85916.19413263,89302.9561644225,98237.6309340773,105767.541763136,1.3511168212753,8
"R[32]",97942.2129251852,9100.97376821869,82705.787352964,91663.5446815814,97480.1786026834,105580.712790485,110339.389576688,1.19960936488019,11
"R[33]",159042.486934755,14051.1452814901,140482.888117045,147886.309301069,157021.004090238,166437.517424226,183917.596346407,1.29247244769434,9
