"MSY","S.eq","S.max","S.msy","U.msy","alpha","beta","deviance","lnalpha","lnalpha.c","resid.red.0","sigma.red","sigma.white"
217301.141656847,168050.974699467,70684.803690731,56057.9610413865,0.793069487561405,8.09302490463448,1.41473124036013e-05,81.9192382716352,2.09100256781446,2.37746963880306,-0.306975910342698,0.756924132246551,0.692010341177265
154779.172250334,146351.673218656,68354.4225494844,51241.383769973,0.749642552138852,5.9443129061787,1.46296313055101e-05,77.411394675568,1.78243494838836,2.14107102013344,-0.777014417346574,0.846919207179852,0.768046027208511
170658.414616678,126045.898048147,51816.6494621419,41560.160507691,0.802061903636892,8.18234467661316,1.92988163144477e-05,78.6719526171758,2.10197874482539,2.43253663362078,0.937065744349531,0.813090264110188,0.710128765406533
169623.986819119,225290.292666896,127869.064315834,84859.6914471911,0.663645205360925,4.06266597680169,7.82049986328216e-06,79.1431996179762,1.40183940264939,1.76188270300026,0.0970080706433354,0.848579165842378,0.78767541073301
99984.6839899721,153758.752787926,95600.3196309259,59568.5264876877,0.62309965821932,3.91951936060255,1.04602160731323e-05,79.0904481924713,1.36596903419371,1.60834977729704,-0.814798902837489,0.696248149876656,0.622301827867111
195732.88428528,114993.127397468,42422.202738425,35676.8727196256,0.840995290593676,10.3360945777836,2.3572561900333e-05,80.4935702667529,2.33564209732575,2.7106826136897,-0.058788115801254,0.866072186788089,0.675856753925834
185361.339475016,156081.751361327,68561.8326163778,53168.3503632177,0.77548029762724,5.21239783807624,1.45853744253785e-05,79.7980910424135,1.65103998752301,2.27651078457379,0.113662903657765,1.11845500316354,0.674582760966781
118123.338403258,115611.089886645,55018.6786688385,40800.1440509094,0.741568955090479,3.77464659207591,1.81756455115739e-05,83.567777405412,1.32830676032541,2.10130618698636,2.37312948080139,1.2433820222771,0.758554754796892
185416.308719273,321352.028446149,215912.54681818,127196.260778551,0.589110094123725,2.87445403726434,4.63150481403984e-06,80.402814278523,1.05586275613404,1.48834346674981,-0.86304095284462,0.930033021581239,0.852226921606342
176886.567141815,125936.350235071,50848.2264712077,41134.6210531519,0.808968648620301,8.119458140948,1.96663692993548e-05,80.4815375254557,2.0942634205366,2.47671077193579,1.60191576157877,0.874582587751655,0.803555546175344
76714.2138533321,150266.753982388,109621.442848146,60714.6029484384,0.553856995228059,1.78705974941708,9.12230284530427e-06,83.5597205637535,0.580571671218268,1.37077883740817,0.0425531344901506,1.25714531076555,0.903811676124083
105809.797667231,126280.008267064,67241.9457414373,46539.2823393203,0.692116830144623,4.70595648930651,1.48716695951253e-05,78.190714797249,1.54882904447121,1.87799455941748,-1.35577658176518,0.811376010178103,0.714153933611864
294282.035715951,297269.063311127,143948.645765265,105662.104320482,0.734026386693376,2.72002979719727,6.9469219017919e-06,83.6139053605979,1.00064283509984,2.06510496664123,1.12158923794892,1.45908336399357,0.898151904408961
197265.423771822,310047.215423441,195477.94212795,120600.034227283,0.616949579653056,2.86195200559265,5.11566670445841e-06,80.8476586986756,1.05150391145929,1.58609821675174,1.16486509053815,1.0340157690214,0.846701597700994
150085.787648174,241895.049942176,154995.174156645,94521.3792194955,0.609834336674044,2.92954777568113,6.45181377704931e-06,81.5861736030706,1.07484806834596,1.56066181581696,0.675678397924894,0.985711669273526,0.913229799746699
71376.0791810162,109762.597733925,68245.0087513289,42523.648604744,0.623102691065535,2.54754304665376,1.46530862593014e-05,81.5883175153343,0.935129383578951,1.6083608126402,0.683210629331042,1.1603718620005,0.848510686630889
80261.2337335048,134679.220008098,88587.3563783116,53006.9274063535,0.598357706713674,3.58542530070544,1.12882926061086e-05,81.0501064109597,1.27687710040584,1.52029844341388,0.980090046363303,0.697741131090955,0.592746621012357
204921.035095052,135316.923350939,52696.6055900166,43335.3223041492,0.822355098947001,9.72397520376225,1.89765543492511e-05,83.9667355999981,2.27459450644674,2.56784895034255,0.507702980352048,0.765838682616393,0.581166928926927
519892.767482804,229479.263814235,74868.4373224124,65503.2459441488,0.874911354995518,13.3876079225726,1.33567633540101e-05,86.3057991800474,2.59432949718471,3.0651002214192,-1.43253405843538,0.970330587206742,0.599696272043087
166361.086759173,107272.975032839,41309.8905586192,34136.934959516,0.826362270582038,9.57225837356015,2.42072778813342e-05,83.1239601805768,2.25886916232288,2.59678671577737,-0.728100193922296,0.822091909039968,0.766037301437087
171923.653368949,347100.997515263,258530.631389168,140929.462217357,0.54511707746234,1.8538098459071,3.86801360684681e-06,82.9370177733193,0.617242897647942,1.34259138133914,-0.14525958975884,1.20444882306489,0.863760784372313
83341.8576477663,146950.525798312,99865.7760367193,58338.8262513076,0.584172361809487,2.932170423264,1.00134404366148e-05,83.1671759669072,1.07574290759577,1.47148033721062,-0.609458098073114,0.889648727998698,0.851044756696973
108324.111013349,131092.911743305,70377.9090988251,48453.3847495134,0.688474343298192,4.2529385545556,1.42090041151378e-05,77.09382676039,1.44761016861378,1.86269972242602,0.100294947304123,0.911141650691308,0.703952096784113
