"lnalpha","beta","lnalpha.c"
1.76788706425486,1.90704708820574e-05,2.40044552116686
1.28021013139637,1.71774703735726e-05,1.96000379876331
1.67883370789421,1.3113353676456e-05,2.19344157795299
1.96456068405957,8.17680548383949e-06,2.70891573569559
1.49723280681479,1.03478813741614e-05,1.89285124380315
1.59355477532575,1.7007911986602e-05,2.02851598003524
1.94171434642535,1.20782307945732e-05,2.47916954279564
1.25022407608587,1.350419113076e-05,1.56333331524942
1.59264400723106,6.39164824769561e-06,2.14018607515068
2.10335119733635,2.14659742939055e-05,2.39011585942006
2.54478201872906,2.47691207625248e-05,2.87452005034563
2.00485831881611,2.17194853272708e-05,2.39366144887103
1.78915675248658,1.321938643641e-05,2.69111831398936
1.82059350624414,1.57402276866036e-05,2.53145606963663
2.04971934328119,1.5050230189594e-05,2.50702767567145
1.56365606924175,1.74421551998078e-05,1.98315028059317
1.06112444479021,1.2328934854707e-06,1.66339327461571
2.00930770389422,1.34154277785478e-05,2.42535676372556
1.5339580355013,1.58528797517693e-05,2.06916217551477
0.640446169656625,5.9359292974034e-06,1.43511658643172
1.84847956110007,1.37160557687348e-05,2.12022069145764
2.43167636690366,2.07932318046774e-05,2.98265607297604
2.22340980008438,2.08926086259272e-05,2.9596471547068
2.17440202069475,1.74125475206587e-05,2.89215087442004
1.64610020053692,1.26348563951207e-05,2.042529991048
1.43595645891786,8.66745814877403e-06,1.64366429736236
1.33601542973152,3.17019839671668e-06,1.97242739504559
1.82451086630293,1.57837337489548e-05,2.20949285708576
1.12843595149245,1.19209707364895e-05,1.65757817856485
1.52929769638589,1.42478466464331e-05,1.80485409533967
1.40380828844199,1.20113604916315e-05,2.38755399027602
1.98291501635511,1.23446488907172e-05,2.33681552332095
1.8369564179114,1.76036539853099e-05,2.36261484933271
2.16498863189359,2.49953710962019e-05,2.51136121274879
1.19847934952869,1.30774941718936e-05,1.54174690534315
1.4755656499123,1.5001868410169e-05,1.81198383057781
1.83401537572032,1.44137413227917e-05,2.4546497513834
2.17536308107925,1.83472137520153e-05,2.52536580371482
1.63892311498933,1.52976490397534e-05,2.10842082917203
2.49093777740345,1.78716874756599e-05,3.67551174336541
1.85658334134523,1.85815317945971e-05,2.27570063718209
1.04958218416882,5.94165458201322e-06,1.40614517040881
1.00956193694531,3.69531372017792e-06,1.45996499065618
1.90887063416266,2.11218892548903e-05,2.26973860697519
0.882562763691645,8.99309970994938e-06,1.44935513145181
1.75007723284536,1.29133051506829e-05,2.34079922193872
2.46329779291066,2.08040391912442e-05,2.93044513826549
1.5928006164229,9.73540113173218e-06,1.7949892132591
1.34724722993864,1.56922109917019e-05,1.94476800009114
0.496780771875888,1.73346931531467e-05,1.6542084043814
1.48773948127749,1.33546822257703e-05,1.83829210701669
0.757031129208413,8.04035545570162e-06,1.38710721505518
1.51967200928207,9.51829588999625e-06,1.85564895912727
1.65720163891881,1.10546596028619e-05,2.08658413797674
1.88798943035973,1.31150978704374e-05,2.55175682224012
1.04080150253588,7.85769908832955e-06,1.32017018373348
1.53430684455577,1.76847884349626e-05,1.84966654691897
2.97094610276739,1.20610873704838e-06,8.2743042899572
1.75087666880017,1.37807467954768e-05,2.35621887653362
1.13729177445537,4.98562775421684e-06,1.46392912794696
1.80716112369697,1.52620972572769e-05,2.22677091586033
1.62429463857609,1.26701118344106e-05,2.01603407190366
1.32011426331553,7.44490103113123e-06,1.90668531089813
1.34554671459405,1.84769347649599e-05,1.76069494965998
0.927289689953065,4.90620535987408e-06,1.23238232294129
1.144511625797,1.0355780403673e-05,1.61577360955641
1.76088631242174,1.54978547361795e-05,2.0811633365337
2.32783923925173,2.16791925690253e-05,3.00903539324956
1.41026718600297,1.73643542607953e-05,2.3054286065902
0.952665192878882,1.59185574940063e-05,1.71717532371326
1.50381347948299,1.05171064523828e-05,1.88697329360062
1.53460384975485,1.68556115575795e-05,2.1585282684978
1.80431934221496,1.32961204493429e-05,3.17123877722409
1.38685366007272,1.20173685529772e-05,1.97718940206902
1.58391432099922,1.40965328090588e-05,1.90277967951754
2.64746528696364,2.30222592905028e-05,3.37338119448829
1.49204200060453,1.19476013384689e-05,2.07364189881073
1.58670978956753,1.78734784409177e-05,2.13626482021599
2.35480352853619,2.55199842409646e-05,2.69951574799807
2.45884968682457,1.21236531122722e-05,3.09902117167228
1.14363494609255,1.10508356208742e-05,1.58614202572749
2.36961918057716,1.25208415485991e-05,2.89181391008433
1.8424585036883,2.10180783600432e-05,2.25193650527208
0.935700765350763,8.31974102573461e-06,1.71994515771206
1.95690415093211,2.47730156583044e-05,2.32286618591098
1.2477890100984,1.38361690122094e-05,1.5118899966181
1.03138308778259,6.08958087062684e-06,1.54327655991706
1.50300587420871,1.02129815264757e-05,1.95061082999193
1.70059716769931,1.2475345019616e-05,2.04156523561683
1.09454855265174,8.66776731699455e-06,1.35370765673603
1.19222200270714,1.54822475309728e-05,1.77572850055384
1.36320683069562,1.49886413736475e-05,1.91779306595264
1.48151814727983,1.37563839577085e-05,2.0006314043153
0.411758042629839,5.39368710377219e-06,0.901060980468513
2.16035807100246,1.96692806200703e-05,2.53698382557395
1.62897362378333,1.38799915853558e-05,2.03258462392952
0.918617022734674,1.15449662783125e-05,1.31768633758603
1.54070180053425,9.15346717584724e-06,3.00649979552601
2.36031123212594,2.04335571297356e-05,2.78444407890866
1.16558345839102,9.57306087186564e-06,1.57379322858907
0.678000279613659,3.47211815879101e-06,1.04020184825012
1.5865192944731,1.38126267502426e-05,2.01147144064832
1.57650944198242,1.00690538219865e-05,1.98706929321523
2.0550358186246,1.55295275102046e-05,2.38900225287387
1.33922286632454,7.63622126900209e-06,1.73535913378073
1.93188046985528,1.85385947712642e-05,2.71953026513542
2.51614711576726,2.55212841671369e-05,3.02458998951811
2.15699417588097,1.47421952790868e-05,2.5807135780122
