"","variable","chain1","chain2","chain3"
"1","MSY",0.605218100492016,-1.03482936998342,-0.0250579299143927
"2","S.eq",1.25281173594708,-1.20313663105894,0.549357268644337
"3","S.max",0.468259987341556,-1.34037471140787,0.672329781205171
"4","S.msy",-0.672148730906121,-1.50419182054994,0.72195786147991
"5","U.msy",-0.933706965613347,-0.767274938051004,1.80148630655236
"6","alpha",0.693309725154076,0.82425349353505,0.710845396604409
"7","beta",-1.16386349343601,-0.426710865302282,1.58689208591143
"8","lnalpha",-0.62076164504183,0.101029755113822,0.517490682373817
"9","lnalpha.c",0.850221128815127,0.887494956915892,0.831053916211931
"10","resid.red.0",-1.30299643304034,-1.95796569741214,-0.0790096931735569
"11","sigma.red",2.24866814879141,1.33885586968834,0.567310238048364
"12","sigma.white",2.48040478929226,0.593755039910343,0.263173875683923
"13","frac1",0.1,0.1,0.1
"14","frac2",0.5,0.5,0.5
